route_schedule_uuid,num_trips,route_total_distance,route_driving_time,route_start_time,route_end_time,route_shift_duration,route_total_time,route_start_location,route_end_location
thanos::sroute:2ddaee11-edf2-4b0e-a147-04a24dc6ae29,5,53.972300000000004,180.0,2018-09-14 08:31:57.714647,2018-09-27 11:21:45.596634,18889.798033116665,18889.798033116665,IND751014AAA,IND751002AAB
thanos::sroute:2e74b517-1319-4678-afc1-4d27316eb078,2,1015.9594,1527.0,2018-09-12 22:47:43.173618,2018-09-14 12:34:17.336666,2266.569384133333,2266.569384133333,IND421302AAG,IND382430AAB
thanos::sroute:2ea2c90c-b2a5-44f8-b56d-97ac0001de5f,16,363.0159,833.0,2018-09-12 00:42:06.812144,2018-10-03 02:10:27.007425,30328.336588016668,30328.336588016668,IND400072AAB,IND000000AFT
thanos::sroute:2edc34a2-67ac-406c-9490-0876ba90bf05,19,264.4269,847.0,2018-09-12 04:41:40.501795,2018-10-03 05:42:32.637271,30300.8689246,30300.8689246,IND421302AAR,IND421004AAA
thanos::sroute:2f34b3e1-eec1-4ef2-8ae7-474cedc6baec,18,5633.0966,7846.0,2018-09-15 00:41:23.577251,2018-10-04 06:11:35.560418,27690.199719450004,27690.199719450004,IND506143AAA,IND501359AAE
thanos::sroute:2f43f11e-d3ba-4590-9355-82928e1994ec,1,92.135,182.0,2018-09-24 15:02:13.760270,2018-09-24 18:49:23.454535,227.16157108333334,227.16157108333334,IND202001AAB,IND282002AAD
thanos::sroute:2f7b0da5-3a2e-412b-b51a-5a5ea65e467d,8,567.6224,1187.0,2018-09-26 02:25:27.815537,2018-10-04 08:09:45.857227,11864.300694833333,11864.300694833333,IND813102AAA,IND813203AAA
thanos::sroute:3001e90d-290f-4e6f-a256-190b2a0ed4c9,8,130.4257,295.0,2018-09-13 01:48:23.935509,2018-09-29 04:14:48.210654,23186.404585750002,23186.404585750002,IND400612AAA,IND421302AAR
thanos::sroute:30929b37-2bfd-48ec-8eec-023bc16ea3b9,2,56.528499999999994,101.0,2018-09-18 11:10:39.897986,2018-09-22 21:36:57.625485,6386.295458316667,6386.295458316667,IND401104AAB,IND421302AAG
thanos::sroute:30acdddb-5091-49c9-aa5f-c642e2576ab1,2,1331.5069,1452.0,2018-09-30 15:01:12.191316,2018-10-02 12:31:34.576292,2730.3730829333335,2730.3730829333335,IND416012AAA,IND382430AAB
thanos::sroute:30b40006-4513-46a6-aba1-1536c0b7690a,11,195.7476,1351.0,2018-09-18 07:13:38.997343,2018-10-03 10:03:44.516614,21770.091987850003,21770.091987850003,IND462001AAA,IND462022AAA
thanos::sroute:31171483-ca90-40a9-94d5-39309e6f9673,21,1406.6129,2329.0,2018-09-12 23:59:51.225319,2018-10-04 05:02:38.921374,30542.79493425,30542.79493425,IND695582AAA,IND695012AAA
thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,4,2495.3472,4250.0,2018-09-15 04:03:23.896448,2018-09-20 21:36:57.713170,8253.563612033333,8253.563612033333,IND395023AAA,IND411033AAA
thanos::sroute:3131f478-9912-4f91-9846-aae1f1bd9d9f,1,35.8157,48.0,2018-09-16 16:50:59.143624,2018-09-16 19:08:20.379490,137.3539311,137.3539311,IND501359AAE,IND500050AAA
thanos::sroute:31382a63-4d24-403c-a0d7-23087e3f5d93,8,2035.1876,2185.0,2018-09-12 13:25:09.475037,2018-09-19 20:58:37.434159,10533.465985366667,10533.465985366667,IND000000ACB,IND201301AAM
thanos::sroute:31f30a93-0c05-4df1-a8b8-46efc98e358d,12,2538.2155,9749.0,2018-09-20 12:03:45.354772,2018-10-04 10:22:43.860212,20058.975090666667,20058.975090666667,IND712311AAA,IND712311AAA
thanos::sroute:32180ade-42b5-4d78-b6aa-14233b5201d3,11,3926.6626,6077.0,2018-09-12 19:20:03.523701,2018-09-27 00:29:15.825845,20469.205035733336,20469.205035733336,IND785001AAA,IND786001AAB
thanos::sroute:32196d2f-0e3d-4b9b-a32b-573552eb019e,2,35.6776,86.0,2018-09-14 20:17:30.348438,2018-09-19 10:59:08.613323,6641.6377480833335,6641.6377480833335,IND400015AAA,IND400072AAB
thanos::sroute:327f6718-6182-40d9-8bb4-e5f584d4484d,9,460.1458,1375.0,2018-09-14 02:58:40.259250,2018-10-03 04:09:35.162996,27430.915062433334,27430.915062433334,IND781014AAA,IND781124AAA
thanos::sroute:32d7b4f2-b226-4919-a152-2fbd0d1bd99a,13,3987.8882,7095.0,2018-09-21 19:56:12.811787,2018-10-04 20:15:38.197374,18739.423093116668,18739.423093116668,IND742102AAB,IND742102AAB
thanos::sroute:33cbf626-460e-49b9-910c-90124c515eb5,11,1889.4804,3448.0,2018-09-14 22:10:46.469028,2018-09-26 04:49:00.697312,16238.237138066666,16238.237138066666,IND421302AAG,IND421302AAG
thanos::sroute:33cf65ab-1987-4849-aa3f-716d04d75d30,21,606.3287,1161.0,2018-09-12 18:59:42.589810,2018-10-03 20:04:50.177500,30305.1264615,30305.1264615,IND121004AAB,IND110037AAM
thanos::sroute:34231716-a9c4-4544-82b7-609f4d15c129,2,134.6439,200.0,2018-09-12 20:40:18.828545,2018-09-13 23:36:07.570424,1615.8123646499998,1615.8123646499998,IND000000ACB,IND110052AAA
thanos::sroute:3429d632-3ada-4c30-aebc-ad42ec01dd08,4,291.7377,427.0,2018-09-30 08:18:33.336208,2018-10-03 10:44:58.398912,4466.417711733333,4466.417711733333,IND110044AAB,IND000000ACB
thanos::sroute:3432389e-fab6-43c3-9ff6-e6aa0e787117,13,1753.2150000000001,3492.0,2018-09-12 19:59:01.700970,2018-09-27 04:32:02.677664,20673.016278233332,20673.016278233332,IND804420AAA,IND803108AAB
thanos::sroute:34330d20-1386-457b-8373-f94cc2f3aad2,22,3891.2258,6014.0,2018-09-12 05:58:25.158475,2018-10-03 08:32:35.692926,30394.175574183333,30394.175574183333,IND532001AAB,IND535501AAB
thanos::sroute:34b3abb5-f538-4f43-bbeb-5b12c1ac349d,15,594.4772,1302.0,2018-09-12 09:28:33.743330,2018-10-03 13:40:21.665081,30491.79869585,30491.79869585,IND562132AAA,IND560083AAB
thanos::sroute:34ca08c6-017f-42f1-9815-fefd0912adc8,2,29.8138,40.0,2018-09-29 21:38:23.885086,2018-10-01 22:24:02.174754,2925.6381611333336,2925.6381611333336,IND110044AAB,IND110030AAD
thanos::sroute:34d22645-7636-4543-90f0-fc444f3e319b,13,2452.1599,4579.0,2018-09-13 00:16:38.940143,2018-09-30 11:01:31.240384,25124.871670683333,25124.871670683333,IND133004AAA,IND160002AAC
thanos::sroute:34f33bf4-fb8c-476b-91fe-007dcddfb70b,22,13465.347600000001,21168.0,2018-09-13 04:17:35.514318,2018-10-05 01:09:09.901288,31491.57311616667,31491.57311616667,IND444602AAA,IND421302AAG
thanos::sroute:34f73280-e608-442c-bb0d-de78c1b7a737,9,116.3487,303.0,2018-09-12 08:46:27.402065,2018-10-03 08:50:28.620296,30244.02030385,30244.02030385,IND110014AAA,IND110024AAA
thanos::sroute:351504ca-8476-428c-ad03-4a55cded0ed2,1,122.7272,183.0,2018-09-13 02:11:29.258875,2018-09-13 07:13:58.384406,302.4854255166667,302.4854255166667,IND751002AAB,IND756100AAC
thanos::sroute:3539b86e-22ff-466c-bd72-652b6f3f1e80,10,206.1046,352.0,2018-09-12 19:04:36.758146,2018-10-01 20:50:37.494693,27466.012275783334,27466.012275783334,IND000000AFT,IND400072AAB
thanos::sroute:3592c86e-c3d1-429b-917a-ebe9051215dc,5,17038.4887,27095.0,2018-09-15 10:29:00.801692,2018-10-06 19:28:24.500705,30779.39498355,30779.39498355,IND781018AAB,IND421302AAG
thanos::sroute:360c8c95-b138-43ad-a0b5-f615fe1eba15,20,2924.7088,6537.0,2018-09-13 05:11:04.697970,2018-10-03 12:50:16.875203,29259.202953883334,29259.202953883334,IND713148AAA,IND713205AAB
thanos::sroute:36137a0d-fb48-4f31-8fc0-d3a938652f7f,11,1879.4149,2369.0,2018-09-15 13:21:53.447057,2018-09-26 20:57:12.849191,16295.323368899999,16295.323368899999,IND382430AAB,IND364004AAB
thanos::sroute:366da0f3-1979-4793-973f-27da63568435,15,17973.3095,23123.0,2018-09-14 19:10:30.210372,2018-10-05 09:36:36.842982,29666.1105435,29666.1105435,IND600056AAB,IND421302AAG
thanos::sroute:369397e5-7b19-49be-aeed-abcc29bf3922,17,787.099,2135.0,2018-09-12 06:02:08.892815,2018-10-03 08:43:01.107758,30400.870249050004,30400.870249050004,IND560300AAA,IND562132AAA
thanos::sroute:36941a6b-0e90-4582-a95a-96666dcd6d83,20,5659.0734,8169.0,2018-09-12 00:30:46.435980,2018-10-03 12:38:40.702626,30967.9044441,30967.9044441,IND422011AAD,IND422011AAD
thanos::sroute:36a3bd62-25dc-44c9-957b-8bcf11708834,18,4515.5072,6805.0,2018-09-12 19:23:12.264348,2018-10-02 17:10:13.848321,28667.026399550003,28667.026399550003,IND501359AAE,IND501359AAE
thanos::sroute:36e03af9-d94b-4282-9fc0-7bd167119914,12,3207.6594,5517.0,2018-09-12 02:07:11.005993,2018-09-27 08:15:28.263081,21968.287618133334,21968.287618133334,IND605010AAB,IND611001AAA
thanos::sroute:37d7dd05-a266-4ddd-93e0-b3653ed4e5db,16,6001.6957,10494.0,2018-09-13 01:36:19.390153,2018-10-04 07:22:27.638650,30586.13747495,30586.13747495,IND209304AAA,IND210001AAA
thanos::sroute:3810285d-303f-4e8c-ae74-a55431142bcd,3,168.48329999999999,373.0,2018-09-19 07:48:48.054020,2018-09-20 12:34:15.747898,1725.4615646333334,1725.4615646333334,IND560099AAB,IND562132AAA
thanos::sroute:38112227-e40b-4e3c-8539-9e28f72fc307,16,470.5397,1186.0,2018-09-12 06:58:36.482970,2018-10-03 08:44:44.974925,30346.141532583333,30346.141532583333,IND110043AAA,IND110043AAA
thanos::sroute:386de269-300a-40dd-9122-af528d171330,4,1026.4313,1706.0,2018-09-30 03:36:44.632380,2018-10-03 14:18:20.585961,4961.599226349999,4961.599226349999,IND421302AAG,IND395023AAA
thanos::sroute:387e7ab9-2237-48b1-af49-2508ce23994c,21,3217.4454,3693.0,2018-09-12 00:47:45.037410,2018-10-03 11:58:16.268850,30910.520524,30910.520524,IND151001AAA,IND151001AAA
thanos::sroute:38b8257c-1dae-4f7a-b762-009145e3e8dd,12,2073.9874,2914.0,2018-09-20 03:27:58.152882,2018-10-03 08:26:47.034286,19018.81469006667,19018.81469006667,IND458664AAA,IND312001AAA
thanos::sroute:38bbdd32-f131-4024-b224-2ff480f7532b,5,229.2875,438.0,2018-09-25 20:40:29.833159,2018-10-04 00:26:33.659341,11746.0637697,11746.0637697,IND110037AAM,IND201001AAC
thanos::sroute:38e6d56f-8d2e-44c8-9366-85501ed55513,19,7832.3195,12971.0,2018-09-12 17:46:34.801088,2018-10-04 18:53:43.580120,31747.1463172,31747.1463172,IND756100AAC,IND756100AAC
thanos::sroute:38f8e223-fa3f-46ac-bb89-68a23533a4dd,12,1280.3076,3291.0,2018-09-13 22:53:48.830607,2018-09-27 14:53:21.826276,19679.549927816668,19679.549927816668,IND507002AAA,IND507002AAA
thanos::sroute:390658c4-6a5e-46b9-b208-a07f9ee1ecf1,9,355.2359,1647.0,2018-09-12 06:49:10.389622,2018-10-02 09:44:53.910423,28975.725346683335,28975.725346683335,IND110037AAM,IND110020AAB
thanos::sroute:396d96a3-e2f8-4c40-af0e-056e11f57761,19,28010.2982,39850.0,2018-09-12 04:59:53.071019,2018-10-04 19:08:48.872134,32528.93001858333,32528.93001858333,IND421302AAG,IND110037AAM
thanos::sroute:3990c6f5-953b-45ed-9654-dd2c1375341e,13,1816.8441,10667.0,2018-09-21 07:47:34.638342,2018-10-03 09:51:11.578577,17403.615670583335,17403.615670583335,IND723130AAA,IND722151AAA
thanos::sroute:39928fa7-4ce7-4b78-8e00-c56e31dd88a6,7,270.387,728.0,2018-09-12 02:43:11.452505,2018-10-01 05:58:16.409685,27555.082619666664,27555.082619666664,IND562132AAA,IND560048AAB
thanos::sroute:39accad8-85ab-44b8-aa2f-12072c716d57,12,185.5624,364.0,2018-09-12 21:22:00.620642,2018-09-28 22:56:16.611685,23134.266517383334,23134.266517383334,IND110044AAB,IND110030AAD
thanos::sroute:39ff45be-5a5a-48f0-8d2d-17305e34f2ba,8,310.1347,712.0,2018-09-17 10:37:38.057701,2018-10-02 18:22:35.190137,22064.952207266666,22064.952207266666,IND560048AAB,IND562132AAA
thanos::sroute:3a1b0ab2-bb0b-4c53-8c59-eb2a2c0d68b9,16,2399.7832,3426.0,2018-09-12 00:00:22.886430,2018-10-04 04:41:56.656365,31961.56283225,31961.56283225,IND572101AAA,IND561207AAB
thanos::sroute:3a78a6e9-ef19-43ae-832e-e4a3868eb32d,39,2603.5227,5129.0,2018-09-12 09:28:28.934237,2018-10-03 22:07:59.529613,30999.509922933335,30999.509922933335,IND500010AAB,IND501359AAE
thanos::sroute:3a80fce3-d901-45e7-b1bb-48d6d8d1a267,15,3179.3103,5094.0,2018-09-13 02:26:43.078814,2018-10-03 11:28:15.196068,29341.535287566665,29341.535287566665,IND786001AAB,IND786001AAB
thanos::sroute:3aa2ec83-2ca6-4552-991f-c228f5185a2f,1,29.5833,68.0,2018-09-20 00:48:10.573442,2018-09-20 06:41:24.368161,353.22991198333335,353.22991198333335,IND530012AAA,IND531162AAA
thanos::sroute:3b11f1db-df4a-4094-a18e-39267271dbdb,8,2742.7082,4368.0,2018-09-12 04:23:27.208028,2018-10-03 15:59:55.648209,30936.474003016665,30936.474003016665,IND462022AAA,IND842003AAB
thanos::sroute:3b403bd5-094c-4f37-ab4f-e815143cd7c8,7,80.3796,352.0,2018-09-13 00:12:34.075095,2018-09-29 01:38:26.537027,23125.874365533335,23125.874365533335,IND400102AAC,IND400052AAA
thanos::sroute:3b9d8baa-6a81-400e-ab72-5f9eded77eb5,14,1859.1154,2875.0,2018-09-13 22:49:06.895786,2018-10-04 05:41:22.690332,29212.26324243333,29212.26324243333,IND364004AAB,IND364290AAA
thanos::sroute:3be4a224-4b1e-447a-a0da-a71d27ff24c5,14,460.2301,749.0,2018-09-12 03:38:56.960047,2018-10-03 05:49:58.278879,30371.021980533333,30371.021980533333,IND560099AAB,IND560002AAA
thanos::sroute:3c657b6b-38e9-437f-a02f-1cd0a27d03fc,7,1639.2078,2212.0,2018-09-25 05:55:37.124078,2018-10-03 17:28:09.839036,12212.5452493,12212.5452493,IND110037AAM,IND205001AAB
thanos::sroute:3c871f3c-aef5-4596-ac9e-0eb35911e5f7,19,545.4277,784.0,2018-09-12 21:31:01.224721,2018-10-03 22:43:27.240637,30312.433598599997,30312.433598599997,IND110037AAM,IND121004AAB
thanos::sroute:3cb6545a-e2c8-4ff1-b130-77851127f21e,12,938.6916,2408.0,2018-09-16 02:39:30.927084,2018-10-04 04:05:36.482809,26006.092595416667,26006.092595416667,IND132103AAA,IND132001AAA
thanos::sroute:3d2b37af-867d-40b0-9213-a8dd1b6f2a55,2,599.0933,707.0,2018-09-25 12:09:57.707243,2018-09-26 16:43:16.736026,1713.3171463833335,1713.3171463833335,IND465683AAA,IND465333AAA
thanos::sroute:3dbebb36-95ac-4716-8522-65207eca1127,13,322.3739,995.0,2018-09-14 00:23:56.784887,2018-10-03 05:06:28.588578,27642.530061516667,27642.530061516667,IND500039AAC,IND500039AAC
thanos::sroute:3def24ea-f80d-4d49-b450-720dc5d13d04,18,21344.7057,27924.0,2018-09-12 14:02:18.313439,2018-10-04 22:05:31.981602,32163.227802716665,32163.227802716665,IND395023AAA,IND110037AAM
thanos::sroute:3e6d626d-2a3a-4cc9-9597-330da6066a67,1,27.3775,45.0,2018-10-02 00:55:10.022814,2018-10-02 03:23:12.836495,148.04689468333333,148.04689468333333,IND421302AAG,IND400072AAA
thanos::sroute:3eac32b2-e4fa-4868-a0f1-026b59446030,5,196.06560000000002,1009.0,2018-09-25 01:28:39.434637,2018-10-02 12:24:51.338658,10736.19840035,10736.19840035,IND151001AAA,IND151001AAA
thanos::sroute:3ec07aec-3673-496a-88b6-a110b3ea6bb0,16,370.0288,1362.0,2018-09-14 06:08:16.060490,2018-10-01 12:47:16.403725,24879.005720583333,24879.005720583333,IND110037AAM,IND110035AAC
thanos::sroute:3eed4cbb-6748-4ea1-bb20-06aec6f72680,11,382.4344,2218.0,2018-09-12 13:39:56.483412,2018-09-28 17:54:29.391415,23294.548466716667,23294.548466716667,IND000000ABG,IND501359AAF
thanos::sroute:3f001d56-e933-4ba1-a7cf-26828f7208c9,21,2929.0511,4994.0,2018-09-12 03:39:46.703070,2018-10-04 06:12:13.704978,31832.450031800003,31832.450031800003,IND515301AAA,IND515134AAA
thanos::sroute:3f173288-173a-4721-aa0e-40a177ae6a2c,19,387.3559,1544.0,2018-09-12 05:41:23.812308,2018-10-03 21:15:38.563538,31174.245853833334,31174.245853833334,IND401104AAA,IND400072AAB
thanos::sroute:3f5f6285-256d-48ea-9a07-ec85cfea5bd5,3,1295.0081,1523.0,2018-09-12 09:31:47.382095,2018-09-17 06:34:35.870190,7022.808134916666,7022.808134916666,IND000000ACB,IND284403AAA
thanos::sroute:3fb0388c-2a9a-4195-9a94-6f2cc80800d2,24,855.6663,1448.0,2018-09-12 09:55:08.005407,2018-10-03 11:56:20.117314,30361.201865116665,30361.201865116665,IND560043AAC,IND560099AAB
thanos::sroute:3fdf6816-d93f-47d7-80b4-d039fb68c828,10,5580.1946,8599.0,2018-09-16 09:23:07.983395,2018-09-30 03:08:40.494012,19785.54184361667,19785.54184361667,IND683511AAA,IND562132AAA
thanos::sroute:402604bf-e4e3-4723-85ae-a3a46a73f2ed,11,271.6155,720.0,2018-09-15 15:21:41.957069,2018-10-03 16:48:03.463285,26006.358436933333,26006.358436933333,IND501359AAG,IND000000ACN
thanos::sroute:4029a8a2-6c74-4b7e-a6d8-f9e069fbcea9,22,56520.3721,71539.0,2018-09-12 19:09:25.993926,2018-10-06 11:08:18.498393,34078.87507445,34078.87507445,IND160002AAC,IND562132AAA
thanos::sroute:404cbabf-d2a5-4e46-bf79-8b3c518f082b,1,89.7878,405.0,2018-10-01 12:59:54.067059,2018-10-02 00:18:03.353488,678.1547738166666,678.1547738166666,IND131028AAB,IND250002AAC
thanos::sroute:406abc55-58d4-466d-9deb-f460ca0c4482,4,123.2798,350.0,2018-09-19 20:07:55.746148,2018-10-02 07:11:57.946344,17944.036669933335,17944.036669933335,IND700088AAA,IND712311AAA
thanos::sroute:40712081-ac50-4050-8334-b94591a02bba,2,163.0231,257.0,2018-09-12 15:08:12.191019,2018-09-13 19:12:51.432854,1684.6540305833332,1684.6540305833332,IND000000ACB,IND201301AAF
thanos::sroute:40754d64-4cd9-4f31-8c03-dc27aeaf22ce,12,2432.8161,4364.0,2018-09-14 00:53:32.901025,2018-10-04 10:59:29.062131,29405.93601843333,29405.93601843333,IND625532AAA,IND625008AAA
thanos::sroute:40b6dc9c-faa1-4753-8bc8-ac8c3e057d52,13,433.56600000000003,1458.0,2018-09-12 18:28:26.911861,2018-10-03 21:07:06.582526,30398.66117775,30398.66117775,IND400102AAB,IND421302AAG
thanos::sroute:40f21813-9f30-4ecb-abe0-dac97f90ddae,3,72.14789999999999,147.0,2018-09-15 20:00:59.103410,2018-09-25 08:53:13.852745,13732.245822249999,13732.245822249999,IND000000AFT,IND421302AAG
thanos::sroute:412fea14-6d1f-4222-8a5f-a5170425649b,10,966.0445,2341.0,2018-09-25 00:04:51.324297,2018-10-04 08:46:09.166940,13481.297377383333,13481.297377383333,IND583101AAA,IND583101AAA
thanos::sroute:41594f2f-23c9-48e2-ad5d-da7f38539878,2,147.68009999999998,257.0,2018-09-20 03:48:56.935409,2018-10-02 08:55:14.659506,17586.295401616666,17586.295401616666,IND560300AAA,IND560099AAB
thanos::sroute:418b2f33-1b2d-450b-b84a-c3ea2780be72,21,827.3801,1743.0,2018-09-12 04:38:06.694487,2018-10-03 08:43:17.788969,30485.184908033334,30485.184908033334,IND382430AAB,IND382430AAB
thanos::sroute:419c57d3-74f6-4243-9b0d-ba316e744167,7,3670.29,5432.0,2018-09-22 12:15:49.004065,2018-10-04 07:43:13.916874,17007.415213483335,17007.415213483335,IND209304AAA,IND110037AAM
thanos::sroute:41ad9dc1-ce43-414d-b161-69f16e875122,7,7621.8791,9675.0,2018-09-23 00:30:09.704654,2018-10-04 04:46:17.934694,16096.137167333334,16096.137167333334,IND462022AAA,IND000000ACB
thanos::sroute:41c12a39-f117-4645-8e2a-e4901e0480ff,3,1933.2193,2537.0,2018-10-01 07:09:42.234508,2018-10-04 03:52:19.123259,4122.6148125166665,4122.6148125166665,IND411033AAA,IND382430AAB
thanos::sroute:42641878-372b-494a-9837-4a2c3706434e,10,341.15110000000004,577.0,2018-09-12 16:50:57.666590,2018-09-21 19:33:42.230982,13122.742739866666,13122.742739866666,IND201007AAB,IND110044AAB
thanos::sroute:428d54ed-5116-4752-ab45-3cb2f6773586,10,4864.7328,7776.0,2018-09-14 04:02:15.996329,2018-10-04 16:33:28.209553,29551.203553733336,29551.203553733336,IND451666AAA,IND421302AAG
thanos::sroute:42969f47-47af-4473-9f2c-cf747fe82077,16,2418.1484,3816.0,2018-09-12 00:39:30.747127,2018-10-01 07:39:29.528469,27779.979689033335,27779.979689033335,IND624001AAA,IND625218AAA
thanos::sroute:42a015a2-fd46-490b-aca0-4cc8ba7e3d4f,21,1537.5711000000001,2288.0,2018-09-12 20:25:23.506835,2018-10-03 22:52:24.044220,30387.008956416666,30387.008956416666,IND000000ACB,IND121002AAB
thanos::sroute:42cd2ce7-95e5-44cb-8e57-71d5b50885f3,1,45.9647,106.0,2018-09-19 03:11:55.711491,2018-09-19 06:11:04.752455,179.15068273333333,179.15068273333333,IND560300AAA,IND000000ACS
thanos::sroute:42dfc300-8119-4595-a41a-98e8a19fcb10,4,265.8837,436.0,2018-09-24 22:29:01.189463,2018-09-28 01:01:10.662802,4472.157888983334,4472.157888983334,IND110044AAB,IND000000ACB
thanos::sroute:4316e05f-b4cc-4ea7-b801-62a93aee90f5,9,2041.9681999999998,6132.0,2018-09-15 04:35:39.487649,2018-10-08 03:00:24.353479,33024.74776383334,33024.74776383334,IND764020AAC,IND530012AAA
thanos::sroute:4319b745-f58d-4f24-8966-50bd8d78856a,14,505.1934,1286.0,2018-09-13 22:00:08.659978,2018-10-04 03:28:46.922466,29128.637708133334,29128.637708133334,IND421302AAG,IND400701AAB
thanos::sroute:4392d930-ea5e-44de-aac8-df06da04a226,22,8062.6638,12203.0,2018-09-12 07:12:10.866551,2018-10-04 07:25:25.453512,31693.243116016667,31693.243116016667,IND160002AAC,IND160002AAC
thanos::sroute:4460a38d-ab9b-484e-bd4e-f4201d0ea19b,6,4424.8169,7438.0,2018-09-21 08:58:55.667773,2018-09-27 15:38:54.541001,9039.981220466667,9039.981220466667,IND302014AAA,IND302014AAA
thanos::sroute:449c95d6-7baf-4c59-ac16-180c22aeec86,7,3983.0408,5564.0,2018-09-20 02:08:17.301699,2018-09-27 06:27:22.540647,10339.0873158,10339.0873158,IND501359AAE,IND501359AAE
thanos::sroute:44d1bfce-fb32-4877-b238-a622b4b7dad1,1,168.37460000000002,393.0,2018-10-03 21:32:03.046375,2018-10-04 07:31:01.118085,598.9678618333332,598.9678618333332,IND533106AAA,IND533106AAA
thanos::sroute:44e3baf3-7799-46b3-ab4f-e9f6d76aea93,20,442.8277,962.0,2018-09-12 18:48:54.026502,2018-10-03 20:01:41.938824,30312.798538699997,30312.798538699997,IND110037AAM,IND110035AAC
thanos::sroute:45149f75-7ccc-4a66-8feb-4137a0b3d072,8,1003.2248,6629.0,2018-09-23 01:23:26.424046,2018-10-04 22:26:30.408004,17103.066399299998,17103.066399299998,IND743235AAA,IND712311AAA
thanos::sroute:45156785-9832-445f-8a90-91b28412571e,1,15.3797,101.0,2018-09-13 06:22:17.474761,2018-09-13 08:14:37.320456,112.33076158333333,112.33076158333333,IND390020AAA,IND390022AAA
thanos::sroute:451837a0-eda4-403d-bcc5-2b4cafef1cae,1,23.724,45.0,2018-09-27 17:32:22.852745,2018-09-27 19:43:32.396748,131.15906671666667,131.15906671666667,IND000000AFT,IND421302AAG
thanos::sroute:451a8b56-7b8d-4d25-a6d7-a031970462fe,1,11.9694,35.0,2018-10-02 22:26:45.488860,2018-10-02 23:23:28.773568,56.721411800000006,56.721411800000006,IND700065AAA,IND700026AAC
thanos::sroute:45807192-ccd2-4f20-a7af-efa35242624f,6,3856.7856,3821.0,2018-09-27 08:42:39.529547,2018-10-04 06:36:05.900107,9953.439509333333,9953.439509333333,IND131028AAB,IND131028AAB
thanos::sroute:45b7c64a-4fdf-48e0-a984-963ad5037e5f,16,2253.4502,2888.0,2018-09-14 03:20:43.911048,2018-10-04 05:52:20.628553,28951.611958416666,28951.611958416666,IND638401AAA,IND641062AAD
thanos::sroute:4618abaa-af8e-4cbb-84c4-bba3bfe03283,5,175.5126,600.0,2018-09-18 08:10:47.815495,2018-10-03 10:07:13.746602,21716.432185116668,21716.432185116668,IND400102AAC,IND421302AAG
thanos::sroute:461c394a-1dfe-46f5-b85a-e8bd7448498e,5,481.16499999999996,1600.0,2018-09-30 02:33:17.115026,2018-10-04 09:55:26.315718,6202.153344866666,6202.153344866666,IND700053AAA,IND700053AAA
thanos::sroute:46386c3f-d4e6-48ec-a708-5d447c03ed1c,6,428.6097,805.0,2018-09-12 14:53:48.641778,2018-09-19 19:36:02.237718,10362.226599,10362.226599,IND000000ACB,IND110024AAA
thanos::sroute:463e331a-fd38-44d5-b1f7-e2fa024b2739,10,1032.5066,1467.0,2018-09-14 00:14:08.935396,2018-09-30 02:08:41.027301,23154.534865083333,23154.534865083333,IND424006AAA,IND423106AAA
thanos::sroute:46469ea7-c1a0-4250-a09b-3cda586ad7d7,1,30.5188,74.0,2018-09-14 10:53:51.230288,2018-09-15 00:48:49.968527,834.97897065,834.97897065,IND700053AAA,IND700136AAB
thanos::sroute:464c77e1-3a92-4834-98cc-e0246502ab86,11,1214.1952,3970.0,2018-09-13 22:28:13.384256,2018-10-04 07:10:31.031407,29322.294119183334,29322.294119183334,IND600056AAB,IND600056AAB
thanos::sroute:465332cf-ee26-46f3-8cb2-0dc8e774ef84,21,4969.4542,8033.0,2018-09-12 05:31:46.865830,2018-10-03 13:29:59.638132,30718.2128717,30718.2128717,IND000000ACT,IND160002AAC
thanos::sroute:467298e3-66cf-4f46-b2fa-bf19a8315be1,5,59.2879,130.0,2018-09-17 09:42:45.959894,2018-09-29 09:43:03.611857,17280.294199383334,17280.294199383334,IND411021AAA,IND411033AAA
thanos::sroute:46906548-c0fa-4c72-a622-2aaa4ee1ccf9,2,21.784,43.0,2018-09-22 18:56:59.166453,2018-10-02 10:29:25.605526,13892.440651216666,13892.440651216666,IND560099AAG,IND560099AAB
thanos::sroute:46aa3925-5aab-4e02-b85d-c24ec70730ac,2,1997.5144,3007.0,2018-09-28 05:02:59.712452,2018-10-03 07:03:32.125288,7320.540213933333,7320.540213933333,IND562132AAA,IND421302AAG
thanos::sroute:46b9641b-55b5-4b15-b039-2612a5025037,15,229.0433,620.0,2018-09-12 17:20:53.849304,2018-10-03 19:55:11.556389,30394.29511808333,30394.29511808333,IND400016AAB,IND400072AAD
thanos::sroute:46bf0f07-82a9-42a9-b7ca-1274e39479f8,15,196.1818,709.0,2018-09-12 04:46:39.036950,2018-10-03 06:11:36.299309,30324.95437265,30324.95437265,IND421302AAR,IND421301AAA
thanos::sroute:470f1ca9-20cc-420f-a827-e682632aa815,2,43.968900000000005,111.0,2018-09-26 04:06:47.129213,2018-10-03 11:01:12.059861,10494.4155108,10494.4155108,IND000000AFT,IND400705AAA
