source_center,destination_center,median,count,std
IND273014AAB,IND273304AAA,144.09799999999998,1,
IND273014AAB,IND274304AAB,101.046,1,
IND273014AAB,IND277201AAA,153.4155,1,
IND273014AAB,IND277211AAA,170.7612,3,2.2685834001273437
IND273014AAB,IND277303AAC,129.3442,3,0.8929331572594511
IND273304AAA,IND273014AAB,128.6544,10,26.288722794564297
IND274402AAA,IND273014AAB,107.0074,1,
IND275101AAA,IND276140AAA,58.9506,1,
IND275503AAA,IND276140AAA,41.6764,1,
IND276128AAA,IND222125AAB,97.98755,4,2.45176441907999
IND281401AAA,IND121004AAB,112.13545,6,33.42598449107621
IND281401AAA,IND321022AAA,34.34975,6,5.193983754081898
IND282001AAA,IND110037AAM,349.8543,3,34.13093690466173
IND282001AAF,IND282002AAD,149.8364,7,2.569762307889124
IND282001AAF,IND282005AAA,55.652,3,9.940924471261882
IND282001AAF,IND283122AAB,26.43495,8,2.596255690103125
IND282002AAD,IND110037AAM,251.2267,5,18.46382215460818
IND282002AAD,IND205001AAB,126.3234,5,88.25448698781835
IND282002AAD,IND281004AAA,95.8826,3,2.9062818933017023
IND283203AAA,IND110037AAM,343.4214,2,70.80783459038975
IND284001AAA,IND284403AAA,109.8134,1,
IND284001AAA,IND474003AAA,458.44669999999996,2,2.176333251135913
IND284403AAA,IND474003AAA,223.2655,1,
IND301001AAB,IND321001AAB,74.3106,3,3.117451450036282
IND301001AAB,IND321401AAB,146.215,5,14.230776786844773
IND301019AAA,IND123106AAB,150.62210000000002,7,15.562695495180597
IND301019AAA,IND123401AAB,96.9106,1,
IND301705AAA,IND123106AAB,145.2141,1,
IND302004AAA,IND302014AAB,17.6764,1,
IND302006AAA,IND302014AAB,14.424199999999999,6,1.1560285280505258
IND302006AAC,IND302014AAB,20.2082,1,
IND302014AAA,IND000000ACB,237.6801,23,23.54258773245364
IND302014AAA,IND301001AAB,166.8716,3,3.340935124083278
IND302014AAA,IND303106AAA,207.6094,5,5.046006962242523
IND302014AAA,IND313001AAB,411.59590000000003,2,8.389256273353444
IND302014AAA,IND332001AAB,136.0732,1,
IND302014AAA,IND334001AAB,355.0229,1,
IND302014AAA,IND341306AAA,481.38535,6,131.41836871692507
IND302014AAA,IND342902AAA,493.5402,3,18.106075809609706
IND302014AAA,IND382430AAB,694.5219,10,23.747479477725616
IND302014AAB,IND302004AAA,19.402,18,2.186328083931649
IND302014AAB,IND302006AAA,18.4644,16,2.711372328230056
IND302014AAB,IND302006AAC,23.7064,17,2.94852258305649
IND302014AAB,IND302020AAA,14.3547,15,1.7209206133429205
IND302014AAB,IND302023AAA,29.6951,17,2.65288530589809
IND302014AAB,IND302033AAB,26.8568,1,
IND302014AAB,IND303338AAB,143.84980000000002,1,
IND302014AAB,IND303503AAA,275.8097,1,
IND302014AAB,IND303901AAA,30.0547,6,9.220487038473982
IND302014AAB,IND304001AAA,84.4782,3,2.7160879753792964
IND302014AAB,IND322201AAA,235.6919,2,0.6658117451652489
IND302014AAB,IND322241AAA,204.8727,1,
IND302022AAD,IND000000ACB,265.7763,7,25.371047907502007
IND303106AAA,IND302014AAA,79.4062,1,
IND303301AAB,IND302014AAB,327.845,2,11.217541976743354
IND303303AAA,IND302014AAB,296.3218,2,22.450923145385367
IND303338AAB,IND302014AAB,133.471,1,
IND303702AAB,IND302014AAA,527.18305,2,119.9269364348352
IND303702AAB,IND341306AAA,552.6949,1,
IND305001AAC,IND302014AAA,615.9814,1,
IND305001AAC,IND305601AAC,205.3327,1,
IND305001AAC,IND341503AAB,108.5687,1,
IND305001AAC,IND341510AAB,167.0251,1,
IND305001AAC,IND341512AAA,73.01740000000001,1,
IND305601AAC,IND305001AAC,38.2002,1,
IND305802AAA,IND305001AAC,134.6765,1,
IND305802AAA,IND341505AAA,62.8465,1,
IND306401AAB,IND302014AAA,316.7385,1,
IND306401AAB,IND305001AAC,202.72015,20,26.97074251819191
IND306401AAB,IND306001AAA,223.3226,3,38.7194479387297
IND306401AAB,IND307001AAA,279.8104,1,
IND306401AAB,IND342902AAA,173.1486,1,
IND306401AAB,IND343001AAA,132.1996,1,
IND312001AAA,IND313001AAB,119.796,1,
IND312001AAA,IND458664AAA,118.8312,3,36.44828990149377
IND312403AAA,IND312001AAA,97.60215,2,1.3425836454389064
IND312605AAB,IND313001AAB,167.2102,4,0.6236365554819266
IND312605AAB,IND458001AAB,30.849,1,
IND312605AAB,IND458990AAA,65.9061,1,
IND313001AAB,IND302014AAA,505.8322,5,17.099315089850805
IND313001AAB,IND311001AAA,163.8081,1,
IND313001AAB,IND312605AAB,307.274,3,6.94735659105916
IND313001AAB,IND327001AAB,221.52024999999998,2,11.312647838812996
IND313001AAB,IND382430AAB,314.6911,4,10.56883154228348
IND321001AAA,IND301001AAB,205.57524999999998,2,12.594349590391694
IND321001AAA,IND321401AAB,44.317,2,2.609224022578359
IND321022AAA,IND121004AAB,108.82075,6,11.411666123869319
IND322001AAC,IND302014AAB,151.2837,1,
IND328001AAA,IND000000ACB,504.4268,1,
IND328001AAA,IND284403AAA,303.19,1,
IND331022A1B,IND331001A1C,60.9205,1,
IND331701AAA,IND125001AAA,71.7275,1,
IND332001AAB,IND331023AAA,154.11265,2,9.306868743299221
IND332001AAB,IND332709AAA,183.40825,2,4.085168006949049
IND332001AAB,IND332715AAB,215.6208,1,
IND332001AAB,IND333028AAA,97.288,2,9.16891221028973
IND332001AAB,IND333031AAA,112.5603,8,3.7687856425938397
IND332001AAB,IND333042AAA,32.8917,3,4.470572771282592
IND332404AAA,IND302014AAA,526.9349,1,
IND332404AAA,IND341303AAA,435.0559,1,
IND332404AAA,IND341306AAA,362.5442,1,
IND332713AAA,IND332709AAA,82.85605000000001,4,25.28407461168328
IND333028AAA,IND333502AAA,40.769400000000005,1,
IND333031AAA,IND331023AAA,40.5553,1,
IND333042AAA,IND331304AAA,113.7217,1,
IND333042AAA,IND332001AAB,262.0989,1,
IND334001AAB,IND302014AAA,296.3636,1,
IND334001AAC,IND341303AAA,172.4582,1,
IND335001AAA,IND125104AAA,100.81195,4,0.0416842496234072
IND335051AAA,IND335513AAA,111.1415,1,
IND335513AAA,IND335701AAA,126.9295,1,
IND335513AAA,IND335803AAA,31.7659,1,
IND335513AAA,IND335804AAD,56.983,1,
IND335804AAD,IND335513AAA,212.88145,2,35.73809595998364
IND335804AAD,IND335701AAA,75.7201,3,1.2983412815332245
IND341001AAC,IND341303AAA,96.8366,1,
IND341303AAA,IND302014AAA,266.3912,1,
IND341505AAA,IND305001AAC,200.20364999999998,4,0.7281577782321533
IND341505AAA,IND341510AAB,104.3853,1,
IND341510AAB,IND305001AAC,73.66669999999999,1,
IND342005AAD,IND342301AAA,518.4003,1,
IND343001AAA,IND306902AAA,182.1446,1,
IND344001AAA,IND342005AAD,479.4186,5,70.92616907275482
IND344001AAA,IND342301AAA,324.9741,1,
IND344022AAB,IND342005AAD,457.25059999999996,6,160.09888465078075
IND344022AAB,IND342301AAA,413.55885,2,1.591626653772801
IND360003AAA,IND360050AAA,84.9728,1,
IND360003AAA,IND360311AAA,59.0404,1,
IND360490AAA,IND362001AAA,43.306,3,0.3893931560775089
IND360510AAB,IND362001AAA,112.7475,1,
IND360530AAB,IND362001AAA,102.8483,1,
IND360575AAA,IND360530AAB,74.45920000000001,1,
IND360575AAA,IND362001AAA,159.11124999999998,4,3.4934749990756555
IND361001AAA,IND361305AAC,54.6911,5,0.3324431725874387
IND361001AAA,IND361335AAA,139.3124,11,1.5347172895712984
IND361315AAA,IND361335AAA,40.889300000000006,1,
IND361335AAA,IND360002AAB,307.9912,1,
IND362001AAA,IND360370AAA,32.5553,2,0.37377664453521464
IND362001AAA,IND360490AAA,66.14150000000001,1,
IND362001AAA,IND360530AAB,179.9742,1,
IND362001AAA,IND360575AAA,154.02859999999998,1,
IND362001AAA,IND362220AAA,35.17,1,
IND362001AAA,IND362265AAA,92.0368,1,
IND362001AAA,IND362560AAA,177.8937,5,29.822766733034687
IND362265AAA,IND362001AAA,225.33965,2,0.2168696497899287
IND362720AAA,IND362560AAA,38.331,1,
IND363001AAA,IND364710AAA,81.16890000000001,2,0.3066015003224809
IND363310AAB,IND382430AAB,145.0211,1,
IND363520AAC,IND363001AAA,57.4461,1,
IND363520AAC,IND363421AAB,85.7907,1,
IND363520AAC,IND364710AAA,139.9852,11,0.6788506334573577
IND363641AAA,IND360002AAB,79.9414,3,0.49752556718222857
IND363641AAA,IND363621AAB,40.70885,4,0.4150783901867219
IND364004AAB,IND364001AAA,197.5835,1,
IND364004AAB,IND364290AAA,149.2033,4,37.971056186873014
IND364004AAB,IND365560AAB,181.85295000000002,2,3.9109368960646673
IND364290AAA,IND365560AAB,39.5439,1,
IND365560AAA,IND364001AAA,161.5244,1,
IND365560AAA,IND364290AAA,112.1107,3,2.774271744079879
IND365560AAB,IND364290AAA,41.78255,2,2.8294877849179727
IND370001AAA,IND370110AAA,87.7057,2,70.25586703699557
IND370001AAA,IND370615AAB,47.8475,1,
IND370110AAA,IND370001AAA,41.36125,6,2.9256103728396
IND370110AAA,IND370201AAA,96.7097,1,
IND370110AAA,IND370615AAB,92.9591,5,1.310128687190691
IND370201AAA,IND363310AAB,172.3915,1,
IND370201AAA,IND382430AAB,310.83235,8,10.84627379853
IND380006AAA,IND382430AAB,15.2137,18,1.554220015464538
IND380021AAA,IND382430AAB,19.4287,4,0.9739068688363719
IND382421AAA,IND382430AAB,53.0591,2,4.215204944009251
IND382430AAB,IND000000ACB,903.754,17,25.005995755640352
IND382430AAB,IND302014AAA,785.8798,11,52.409784318504705
IND382430AAB,IND306401AAB,480.2489,2,24.351909015927284
IND382430AAB,IND313001AAB,275.7707,1,
IND382430AAB,IND364004AAB,171.05239999999998,11,0.6771788331009724
IND382430AAB,IND370201AAA,366.06815,12,3.0450255039485103
IND382430AAB,IND380005AAA,37.7931,7,7.670046445038496
IND382430AAB,IND380015AAB,15.52985,8,1.8541278355912478
IND382430AAB,IND380054AAA,21.00175,16,2.2803096060257553
IND382430AAB,IND382345AAA,19.847949999999997,6,0.5403170158959156
IND382430AAB,IND382721AAA,54.3009,1,
IND382430AAB,IND384205AAA,101.61975000000001,20,3.518457332710637
IND382430AAB,IND388320AAA,122.95745,4,0.7678651416969872
IND382430AAB,IND389151AAA,213.01105,10,35.6267379900125
IND382430AAB,IND389230AAB,153.8421,1,
IND382430AAB,IND395023AAA,333.2299,7,25.516505216148126
IND382430AAB,IND411033AAA,689.94675,10,18.74323203093438
IND382430AAB,IND421302AAG,555.3886,7,45.500269152532006
IND382430AAB,IND457661AAA,249.1106,11,20.050104715092672
IND382430AAB,IND562132AAA,1534.8735,11,15.437658969445717
IND382721AAA,IND382430AAB,53.3942,1,
IND383001AAA,IND383255AAB,139.6275,1,
IND383001AAA,IND383315AAC,65.1186,1,
IND383001AAA,IND384205AAA,274.7884,1,
IND383255AAB,IND384205AAA,116.1001,2,7.7662951991280815
IND383315AAC,IND383255AAB,94.5153,1,
IND383315AAC,IND384205AAA,196.3403,1,
IND384170AAA,IND384205AAA,226.8715,2,2.593384830679777
IND384170AAA,IND384265AAB,26.82745,2,0.49928809819581693
IND384170AAA,IND385340AAB,129.98235,4,1.915485199412059
IND384205AAA,IND382430AAB,108.1078,19,4.676084738362943
IND384205AAA,IND383001AAA,75.1781,1,
IND384205AAA,IND383255AAB,213.6534,3,1.1920046742078447
IND384205AAA,IND383315AAC,123.7728,1,
IND384205AAA,IND385340AAB,159.1303,5,15.233369167882719
IND384355AAB,IND384205AAA,33.387699999999995,1,
IND385001AAA,IND384205AAA,121.2256,2,3.548827513419044
IND385320AAA,IND384205AAA,132.636,1,
IND385320AAA,IND385340AAB,28.51135,4,2.8304902926289404
IND385535AAA,IND384205AAA,92.3328,1,
IND387001AAA,IND388320AAA,54.9135,4,0.9060218246083609
IND388121AAA,IND388320AAA,103.9537,9,1.172184793451953
IND388121AAA,IND388620AAB,48.9214,1,
IND388220AAA,IND388320AAA,27.3316,1,
IND388320AAA,IND387001AAA,20.5095,1,
IND388320AAA,IND388220AAA,35.29545,2,11.362993841633465
IND388320AAA,IND395023AAA,212.8636,1,
IND388620AAB,IND388320AAA,54.3413,3,0.2307552166257544
IND390018AAB,IND390020AAA,12.0449,1,
IND390020AAA,IND390018AAB,82.2862,1,
IND390020AAA,IND390022AAA,44.4653,2,41.133249989758895
IND390020AAA,IND391110AAD,34.309799999999996,2,0.340401204463202
IND390022AAA,IND388320AAA,50.22935,18,13.378790025075714
IND390022AAA,IND390020AAA,13.4591,1,
IND390022AAA,IND391110AAD,48.2313,1,
IND390022AAA,IND395023AAA,170.71030000000002,4,0.06717347566809975
IND391110AAD,IND390020AAA,35.272,1,
IND395001AAA,IND395023AAD,14.4435,1,
IND395004AAB,IND395023AAD,17.4014,3,1.8855448664333951
IND395006AAA,IND395023AAD,11.19,1,
IND395009AAA,IND395023AAD,17.6174,13,0.7705249579145574
IND395010AAB,IND395023AAA,17.769299999999998,1,
IND395023AAA,IND110037AAM,1181.7478999999998,18,25.259784884260576
IND395023AAA,IND382430AAB,273.03470000000004,12,20.610659037520094
IND395023AAA,IND394221AAA,14.55975,2,5.077238820953767
IND395023AAA,IND411033AAA,420.9191,1,
IND395023AAA,IND421302AAG,267.14025,6,3.9377647886840625
IND395023AAA,IND562132AAA,1251.3522,9,36.18880922017799
IND395023AAD,IND395001AAA,13.6887,7,0.9411067924321365
IND395023AAD,IND395004AAB,16.0027,14,2.091287885924171
IND395023AAD,IND395006AAA,15.0746,13,0.7410510574471841
IND395023AAD,IND395009AAA,15.4329,3,1.040421329718558
IND395023AAD,IND396001AAA,97.8664,3,6.168695696012249
IND396191AAC,IND396210AAA,10.2921,1,
IND396191AAC,IND396232AAA,23.5975,17,3.472879110673585
IND396232AAA,IND396191AAC,24.859900000000003,15,3.117239186172522
IND396321AAA,IND395023AAD,144.5169,1,
IND396321AAA,IND396580AAB,43.0202,9,1.4803715766658052
IND400011AAA,IND400072AAB,16.3912,12,0.6477513778449261
IND400011AAA,IND400072AAD,19.723,53,3.8067289601433663
IND400015AAA,IND400072AAB,17.82595,36,5.052177462575631
IND400015AAB,IND400072AAB,22.0432,6,10.404799918306935
IND400015AAB,IND421302AAG,42.7308,11,1.5200165587016714
IND400016AAA,IND400015AAA,12.2279,1,
IND400016AAB,IND400072AAB,11.184,1,
IND400016AAB,IND400072AAD,14.78,15,1.5609904510857684
IND400037AAA,IND400072AAJ,12.7883,13,6.263364163868388
IND400064AAB,IND400072AAB,12.6353,4,1.0799771448198954
IND400064AAB,IND400072AAD,13.3318,17,0.8020920212720205
IND400072AAB,IND000000AFT,22.4665,67,1.419974363387425
IND400072AAB,IND400011AAA,21.7556,2,0.5926969039905645
IND400072AAB,IND400015AAA,19.9866,60,2.178471552647616
IND400072AAB,IND400015AAB,21.6253,1,
IND400072AAB,IND400701AAB,22.205,3,0.12604296886379632
IND400072AAB,IND401104AAA,20.7678,72,1.389311096279626
IND400072AAB,IND401104AAB,19.5201,1,
IND400072AAB,IND411033AAA,135.9055,8,2.6423097617695857
IND400072AAB,IND421302AAG,28.0774,63,1.9194454246655015
IND400072AAB,IND421302AAR,29.1188,21,1.0035628822445803
IND400072AAB,IND421302AAS,29.1896,2,0.26459935752000363
IND400072AAC,IND400011AAA,21.9665,17,2.1268270400203595
IND400072AAD,IND421302AAG,26.2466,99,1.5926137003694312
IND400072AAI,IND000000AFS,14.7276,1,
IND400072AAJ,IND400037AAA,13.96195,2,0.07445834405894326
IND400102AAB,IND421302AAG,33.37235,14,2.204694223060831
IND400102AAC,IND400052AAA,11.0486,8,0.9306326472390398
IND400102AAC,IND421302AAG,33.0664,23,5.100476239172537
IND400612AAA,IND421302AAR,14.3819,9,0.2007865311994586
IND400701AAA,IND000000AFT,44.996300000000005,11,3.435155274457964
IND400701AAA,IND400705AAA,18.925,1,
IND400701AAA,IND410206AAA,28.668,6,3.092413500595718
IND400701AAB,IND421302AAG,24.006549999999997,2,0.0584777308041281
IND400705AAA,IND421302AAH,29.51055,12,1.6884101844365575
IND400706AAA,IND000000AFT,10.32765,2,0.6122837618294314
IND401104AAA,IND400072AAB,20.3115,31,0.6764498234576716
IND401104AAA,IND401208AAA,23.6464,6,1.1134423159733056
IND401104AAA,IND421302AAG,28.0715,4,1.3319280570536343
IND401104AAB,IND400072AAB,20.0807,5,0.9674614808869637
IND401104AAB,IND421302AAG,28.9035,17,1.0374924042599343
IND401209AAA,IND401104AAA,31.1303,3,0.8139016054372492
IND401209AAB,IND421302AAG,36.464,1,
IND401209AAB,IND421302AAH,35.5823,19,3.211079789713489
IND401501AAA,IND401602AAA,27.7786,1,
IND401602AAA,IND401501AAA,22.491300000000003,1,
IND402107AAA,IND402301AAA,103.8441,7,1.0252717516648397
IND402109AAA,IND402107AAA,157.5181,1,
IND402109AAA,IND402301AAA,60.9953,1,
IND402301AAA,IND402107AAA,85.7096,1,
IND403726AAA,IND411033AAA,516.829,18,13.432706242154104
IND403726AAA,IND575004AAB,353.12265,10,1.3330908538263806
IND403726AAA,IND580028AAA,367.5452,1,
IND403726AAA,IND581314AAA,121.3196,1,
IND403726AAA,IND581325AAA,289.0375,1,
IND403726AAB,IND403002AAA,16.0084,3,2.0650623654827798
IND403726AAB,IND403401AAA,22.2702,3,1.3875228034162166
IND403726AAB,IND403507AAA,28.23555,2,2.1677772590835986
IND403726AAB,IND403601AAA,16.283450000000002,2,0.24274975798134124
IND410206AAA,IND000000AFT,18.9412,1,
IND410206AAB,IND000000AFT,20.5864,12,1.2000015867098102
IND411014AAA,IND411033AAA,29.44,15,7.11737826607389
IND411014AAA,IND411043AAA,17.17015,4,0.6880085585707982
IND411014AAA,IND411048AAA,14.933499999999999,4,1.840474439739204
IND411017AAA,IND412105AAC,20.6432,1,
IND411021AAA,IND411033AAA,12.915,32,1.5388674758882823
IND411033AAA,IND000000AAL,26.2768,17,3.8708337957523082
IND411033AAA,IND000000ACB,1458.8642,18,67.7946542401065
IND411033AAA,IND382430AAB,663.9993,9,38.50995366841683
IND411033AAA,IND400072AAB,134.33705,8,2.9398349526072827
IND411033AAA,IND403726AAA,511.51675,20,10.56833432522662
IND411033AAA,IND410501AAF,36.5693,1,
IND411033AAA,IND410503AAA,59.524,1,
IND411033AAA,IND410505AAB,20.6877,2,2.279005155764242
IND411033AAA,IND411014AAA,26.0875,43,3.0998766960402437
IND411033AAA,IND411021AAA,11.1698,41,1.2816428180221682
IND411033AAA,IND411036AAA,25.9418,32,1.658175308883207
IND411033AAA,IND413401AAA,413.5987,2,13.028583864718389
IND411033AAA,IND416012AAA,255.7328,13,12.379242796030645
IND411033AAA,IND421302AAG,133.1298,66,3.3188681258191144
IND411033AAA,IND431136AAC,244.1986,12,5.955028310443351
IND411033AAA,IND431603AAA,477.6018,15,6.880516059742972
IND411033AAA,IND501359AAE,707.6742,17,19.50563760104142
IND411033AAA,IND562132AAA,857.87605,14,18.38593825858845
IND411033AAA,IND580028AAA,470.3615,1,
IND411033AAB,IND411057AAF,20.3805,1,
IND411036AAA,IND411033AAA,26.8761,33,4.1521587019950275
IND412105AAC,IND411017AAA,18.21235,32,2.2913734132483805
IND412210AAC,IND411033AAA,98.995,1,
IND413002AAA,IND413304AAA,73.5584,3,2.212808826657497
IND413002AAA,IND413307AAB,164.4991,2,2.2439326594174007
IND413002AAA,IND413307AAC,89.4708,1,
IND413002AAA,IND415301AAB,129.47365000000002,2,2.202708334074213
IND413002AAA,IND501359AAE,400.15999999999997,4,0.7123470426461119
IND413304AAA,IND413002AAA,74.0871,1,
IND413304AAA,IND413307AAB,94.93405,2,3.52358380133069
IND413307AAB,IND413002AAA,106.7281,1,
IND413307AAC,IND413002AAA,113.0614,1,
IND413709AAA,IND422011AAD,190.2529,2,4.750060513298755
IND414001AAA,IND411033AAA,164.1687,1,
IND415003AAA,IND411033AAA,138.5053,1,
IND415124AAA,IND415709AAA,122.5495,3,1.0175912555310855
IND415408AAC,IND416012AAA,66.4405,3,7.230120242430275
IND415409AAB,IND415605AAA,121.2485,1,
IND415409AAB,IND415709AAA,153.2586,5,1.1699938354538553
IND415409AAB,IND416012AAA,355.47335,2,3.6713691185986606
IND415409AAB,IND416122AAA,347.4858,1,
IND415605AAA,IND416012AAA,238.9545,1,
IND415709AAA,IND416012AAA,205.431,1,
IND416012AAA,IND382430AAB,978.8525,3,61.508057847515694
IND416012AAA,IND411033AAA,249.1212,8,9.10390024345924
IND416012AAA,IND415408AAC,251.95735,2,0.3844539569311267
IND416012AAA,IND415612AAA,134.0882,2,0.5241075462154634
IND416012AAA,IND415709AAA,197.5189,3,0.8417205019086493
IND416012AAA,IND416404AAA,273.8023,3,14.250609418898533
IND416012AAA,IND586101AAA,189.14780000000002,2,8.995246784830305
IND416122AAA,IND382430AAB,900.8625,1,
IND416404AAA,IND416012AAA,143.9007,1,
IND416510AAA,IND411033AAA,408.66605000000004,2,0.6066269075799798
IND416510AAA,IND416606AAA,60.27955,6,5.405770329071207
IND416602AAC,IND411033AAA,360.8444,1,
IND416606AAA,IND416510AAA,46.59195,2,0.462377124217886
IND421301AAA,IND421302AAR,12.5547,15,0.8575348804789782
IND421302AAF,IND421302AAR,11.7166,11,0.20925868375595
IND421302AAG,IND000000ACB,1413.37685,26,49.34587970005137
IND421302AAG,IND000000AFT,22.8944,28,4.60674154267331
IND421302AAG,IND110037AAM,1474.1167,19,43.873668726249
IND421302AAG,IND160002AAC,1674.6328,15,35.5155101444318
IND421302AAG,IND382430AAB,507.1398,9,10.42250483796962
IND421302AAG,IND395023AAA,253.5541,11,5.3367406446938395
IND421302AAG,IND400015AAA,43.1328,39,2.458197131917153
IND421302AAG,IND400015AAB,43.01115,28,3.214176152864092
IND421302AAG,IND400072AAA,27.56055,28,1.8250159148686373
IND421302AAG,IND400072AAB,27.3482,105,2.130461342901791
IND421302AAG,IND400072AAJ,27.4615,38,2.228555128788239
IND421302AAG,IND400078AAB,16.2015,1,
IND421302AAG,IND400102AAB,33.14305,28,2.5270680660971205
IND421302AAG,IND400102AAC,33.05015,56,2.5670684529238317
IND421302AAG,IND400701AAB,22.91845,14,1.0204559444216568
IND421302AAG,IND401104AAA,29.0189,63,1.7065876442078889
IND421302AAG,IND401104AAB,28.811,9,1.2240248916087366
IND421302AAG,IND410401AAA,95.4878,2,1.8086377249189465
IND421302AAG,IND411033AAA,131.65305,62,5.2413538566650315
IND421302AAG,IND421401AAC,41.4991,2,1.8824596728748257
IND421302AAG,IND444005AAB,568.5761,20,11.545351243448811
IND421302AAG,IND462022AAA,810.3546,11,42.532246855143995
IND421302AAG,IND501359AAE,835.3715,31,23.005775873378596
IND421302AAG,IND521225AAB,1249.4290500000002,10,29.81717196288071
IND421302AAG,IND562132AAA,984.9962499999999,16,22.697406502211294
IND421302AAG,IND600056AAB,1346.30675,14,26.724308203832106
IND421302AAG,IND712311AAA,2586.8738,9,33.19814644599906
IND421302AAG,IND781018AAB,3250.869,1,
IND421302AAG,IND834002AAB,2046.6799,3,16.044484481590327
IND421302AAN,IND400072AAB,27.908,16,3.2700858958901984
IND421302AAR,IND400612AAA,14.2456,13,0.5577802099071846
IND421302AAR,IND421004AAA,13.973749999999999,20,1.2901594234006404
IND421302AAR,IND421301AAA,12.8431,17,0.9200260708822015
IND421401AAC,IND421302AAG,68.72840000000001,3,0.5082779193840077
IND421502AAA,IND421302AAR,19.0552,10,1.858268425054775
IND421601AAB,IND421302AAG,42.3525,3,0.20424373511404348
IND422011AAD,IND423109AAA,91.7823,1,
IND422011AAD,IND423601AAA,200.7254,1,
IND422103AAC,IND422011AAD,280.1609,1,
IND423106AAA,IND423301AAB,70.9246,4,1.3952150667549394
IND423109AAA,IND422011AAD,221.9517,1,
IND423601AAA,IND422011AAD,167.5142,1,
IND423701AAB,IND422011AAD,107.0179,1,
IND424006AAA,IND423105AAA,111.3083,1,
IND424006AAA,IND423106AAA,90.86685,2,8.831975829054327
IND424006AAA,IND423301AAB,153.481,3,2.7896350316842584
IND424006AAA,IND424101AAA,58.7758,7,7.766283829262662
IND424006AAA,IND425405AAA,197.9453,2,30.195722298365364
IND424006AAA,IND425406AAA,188.6177,1,
IND424006AAA,IND425412AAA,99.8411,1,
IND424006AAA,IND431103AAA,88.4825,1,
IND424006AAA,IND452001AAC,107.4153,1,
IND424304AAC,IND424006AAA,117.7609,1,
IND425201AAA,IND452001AAC,150.254,1,
IND425405AAA,IND424006AAA,62.6996,5,2.3593623689463183
IND425412AAA,IND424006AAA,153.15030000000002,2,6.206417639830571
IND425508AAB,IND450331AAA,24.526699999999998,2,0.8916616510762346
IND425508AAB,IND452001AAC,107.2122,2,2.044811389835256
IND431112AAB,IND431136AAC,75.487,1,
IND431136AAC,IND411033AAA,238.7411,13,3.9728749244899486
IND431136AAC,IND414502AAA,229.5578,1,
IND431136AAC,IND431001AAA,15.32695,2,0.3298653134235244
IND431136AAC,IND431107AAB,256.7865,1,
IND431136AAC,IND431112AAB,142.0936,1,
IND431136AAC,IND431122AAA,137.4653,1,
IND431136AAC,IND431203AAA,74.0827,3,128.2950494704037
IND431603AAA,IND411033AAA,488.7087,11,12.409093213226567
IND431603AAA,IND413517AAA,151.8851,2,62.88229894413849
IND431603AAA,IND431515AAA,104.1898,1,
IND431603AAA,IND431517AAB,125.8757,3,0.07934406089934568
IND431708AAA,IND411033AAA,449.0002,1,
IND441206AAB,IND441603AAA,99.0517,3,0.6613585285859189
IND441206AAB,IND442605AAA,68.2492,5,29.6057516423245
IND441614AAA,IND481001AAA,38.9986,9,1.0685841884371017
IND441904AAB,IND441107AAB,135.7238,11,0.6079613459602609
IND441904AAB,IND441912AAA,31.3896,1,
IND442001AAA,IND442101AAB,17.1115,1,
IND442001AAA,IND445001AAB,69.17325,4,0.7125980844767943
IND442101AAB,IND445001AAB,52.178200000000004,8,2.350773676860753
IND443301AAA,IND444203AAA,84.6544,1,
IND444005AAB,IND000000AAZ,181.1889,1,
IND444005AAB,IND421302AAG,571.4162,1,
IND444005AAB,IND443301AAA,112.5085,1,
IND444203AAA,IND444005AAB,50.1625,1,
IND444602AAA,IND421302AAG,668.0366,19,3.5201812609331165
IND444602AAA,IND444005AAB,95.8369,2,0.17465537495308722
IND445101AAA,IND440014AAA,45.6356,1,
IND451666AAA,IND421302AAG,397.0441,9,16.195928747536446
IND451666AAA,IND462022AAA,1224.1432,1,
IND452001AAC,IND450331AAA,89.6898,1,
IND454001AAA,IND382430AAB,593.2818,15,41.964575224516416
IND454001AAA,IND457001AAA,97.2769,2,13.101698705893073
IND457001AAA,IND382430AAB,414.9465,4,38.78462221012988
IND458664AAA,IND312001AAA,159.3825,4,4.909043579201545
IND460001AAA,IND480106AAA,125.6867,1,
IND461111AAA,IND480106AAA,279.9303,15,55.99542982490114
IND462001AAA,IND462022AAA,14.8912,26,2.26955845999579
IND462011AAA,IND462022AAA,13.35785,4,0.9715156625088439
IND462021AAA,IND462022AAA,26.1867,1,
IND462022AAA,IND000000ACB,1191.0474,27,150.03305228445583
IND462022AAA,IND206001AAA,883.6564999999999,1,
IND462022AAA,IND462001AAA,14.388300000000001,2,1.181716852718958
IND462022AAA,IND462011AAA,12.36425,8,0.7184617445576746
IND462022AAA,IND462042AAA,20.8394,1,
IND462022AAA,IND465001AAA,191.30925000000002,4,1.3766505547886998
IND462022AAA,IND465333AAA,320.4189,1,
IND462022AAA,IND465683AAA,137.8388,1,
IND462022AAA,IND466116AAA,101.752,3,0.8942272026727915
IND462022AAA,IND480106AAA,298.9552,5,30.827544215246864
IND462022AAA,IND842003AAB,328.51845000000003,8,34.58301804419331
IND462042AAA,IND462022AAA,19.5416,1,
IND464001AAA,IND462022AAA,461.2257,1,
IND464668AAA,IND462022AAA,132.2456,1,
