trial_id,timestamp,parameters,cost_score,service_score,compliance_score,combined_objective,feasibility_rate,total_cost,on_time_rate,violations,solve_time_seconds
1,2025-08-06T06:51:49.598751,"{'cost_weight': 0.32008711678366725, 'service_weight': 0.31947306398524333, 'compliance_weight': 0.3604398192310895, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01923346519470215
2,2025-08-06T06:51:49.677105,"{'cost_weight': 0.20357600873059117, 'service_weight': 0.3551366334404121, 'compliance_weight': 0.44128735782899675, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.009354829788208008
3,2025-08-06T06:51:49.756410,"{'cost_weight': 0.34927899818207914, 'service_weight': 0.17775243679184158, 'compliance_weight': 0.47296856502607926, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.012003660202026367
4,2025-08-06T06:51:49.835863,"{'cost_weight': 0.503978143450848, 'service_weight': 0.4056364242690164, 'compliance_weight': 0.09038543228013544, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01235055923461914
5,2025-08-06T06:51:49.915882,"{'cost_weight': 0.15481136749752664, 'service_weight': 0.6249342351553834, 'compliance_weight': 0.22025439734708993, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.011907577514648438
6,2025-08-06T06:51:50.041441,"{'cost_weight': 0.22281008058489873, 'service_weight': 0.38558927321916825, 'compliance_weight': 0.39160064619593293, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.020509719848632812
7,2025-08-06T06:51:50.088950,"{'cost_weight': 0.4061311768481982, 'service_weight': 0.34704876913646443, 'compliance_weight': 0.2468200540153373, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01851058006286621
8,2025-08-06T06:51:50.168136,"{'cost_weight': 0.18199690581416325, 'service_weight': 0.30289484617472623, 'compliance_weight': 0.5151082480111104, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.012184381484985352
9,2025-08-06T06:51:50.248592,"{'cost_weight': 0.24828608404841973, 'service_weight': 0.3979687960950247, 'compliance_weight': 0.35374511985655543, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.011954069137573242
10,2025-08-06T06:51:50.295167,"{'cost_weight': 0.3419091254709909, 'service_weight': 0.24587429089738808, 'compliance_weight': 0.4122165836316211, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01855754852294922
11,2025-08-06T06:51:50.383497,"{'cost_weight': 0.36290412867779026, 'service_weight': 0.2791279929481909, 'compliance_weight': 0.35796787837401883, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.006001472473144531
12,2025-08-06T06:51:50.502111,"{'cost_weight': 0.5340793058455332, 'service_weight': 0.13928155947816007, 'compliance_weight': 0.3266391346763068, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.00800013542175293
13,2025-08-06T06:51:50.548635,"{'cost_weight': 0.2179826641638276, 'service_weight': 0.3267550300731945, 'compliance_weight': 0.45526230576297794, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.010175704956054688
14,2025-08-06T06:51:50.627636,"{'cost_weight': 0.5350715055966394, 'service_weight': 0.22123297067392927, 'compliance_weight': 0.2436955237294313, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.00700068473815918
15,2025-08-06T06:51:50.724427,"{'cost_weight': 0.2625478724278062, 'service_weight': 0.3765466733517583, 'compliance_weight': 0.3609054542204354, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.020671367645263672
16,2025-08-06T06:51:50.850865,"{'cost_weight': 0.3998243112128207, 'service_weight': 0.4215264448013027, 'compliance_weight': 0.1786492439858766, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.012662887573242188
17,2025-08-06T06:51:50.946051,"{'cost_weight': 0.4684539339983835, 'service_weight': 0.29099349056519497, 'compliance_weight': 0.2405525754364216, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.02118849754333496
18,2025-08-06T06:51:51.040912,"{'cost_weight': 0.4080443501618264, 'service_weight': 0.3778331672384166, 'compliance_weight': 0.2141224825997571, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.019862651824951172
19,2025-08-06T06:51:51.088617,"{'cost_weight': 0.34002902044766453, 'service_weight': 0.3692234716558644, 'compliance_weight': 0.2907475078964712, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.012704849243164062
20,2025-08-06T06:51:51.212567,"{'cost_weight': 0.19214808342569917, 'service_weight': 0.2993967791909523, 'compliance_weight': 0.5084551373833486, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.010839223861694336
