trial_id,timestamp,parameters,cost_score,service_score,compliance_score,combined_objective,feasibility_rate,total_cost,on_time_rate,violations,solve_time_seconds
1,2025-08-06T08:09:44.692791,"{'cost_weight': 0.3014074677844128, 'service_weight': 0.37150328680574346, 'compliance_weight': 0.32708924540984363, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.0068280696868896484
2,2025-08-06T08:09:44.778820,"{'cost_weight': 0.5442619856023044, 'service_weight': 0.1126326629820583, 'compliance_weight': 0.34310535141563725, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01763606071472168
3,2025-08-06T08:09:44.828093,"{'cost_weight': 0.42725665784340794, 'service_weight': 0.33340158300929973, 'compliance_weight': 0.23934175914729236, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.033362388610839844
4,2025-08-06T08:09:44.866012,"{'cost_weight': 0.30705308361771577, 'service_weight': 0.3099158587797867, 'compliance_weight': 0.3830310576024975, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.02088642120361328
5,2025-08-06T08:09:44.910744,"{'cost_weight': 0.25586544005604317, 'service_weight': 0.4019918067012338, 'compliance_weight': 0.342142753242723, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01742100715637207
6,2025-08-06T08:09:44.950310,"{'cost_weight': 0.5588869673599645, 'service_weight': 0.2704527172992163, 'compliance_weight': 0.17066031534081927, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.013531208038330078
7,2025-08-06T08:09:45.025539,"{'cost_weight': 0.48430585793177905, 'service_weight': 0.30531277225793196, 'compliance_weight': 0.21038136981028904, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.0074253082275390625
8,2025-08-06T08:09:45.173690,"{'cost_weight': 0.2906550491658878, 'service_weight': 0.3732615207621551, 'compliance_weight': 0.3360834300719572, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.031664371490478516
9,2025-08-06T08:09:45.256713,"{'cost_weight': 0.17342975780635567, 'service_weight': 0.4090801216993017, 'compliance_weight': 0.4174901204943427, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.014626502990722656
10,2025-08-06T08:09:45.333856,"{'cost_weight': 0.4745247751513225, 'service_weight': 0.36419214456472315, 'compliance_weight': 0.16128308028395438, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.009446144104003906
11,2025-08-06T08:09:45.426158,"{'cost_weight': 0.26198538967736373, 'service_weight': 0.4172570273108273, 'compliance_weight': 0.32075758301180896, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.016597747802734375
12,2025-08-06T08:09:45.510471,"{'cost_weight': 0.37339993855334763, 'service_weight': 0.1310275227245375, 'compliance_weight': 0.495572538722115, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01184535026550293
13,2025-08-06T08:09:45.591803,"{'cost_weight': 0.15625688864863096, 'service_weight': 0.30443168571171, 'compliance_weight': 0.5393114256396592, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.015687227249145508
14,2025-08-06T08:09:45.676192,"{'cost_weight': 0.4702377952268497, 'service_weight': 0.10438580356522784, 'compliance_weight': 0.4253764012079224, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.009041547775268555
15,2025-08-06T08:09:45.759933,"{'cost_weight': 0.5287932462294447, 'service_weight': 0.18350926499254752, 'compliance_weight': 0.2876974887780078, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.009305953979492188
16,2025-08-06T08:09:45.843588,"{'cost_weight': 0.4983755726590424, 'service_weight': 0.23692596035761715, 'compliance_weight': 0.2646984669833405, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.009406805038452148
17,2025-08-06T08:09:45.925254,"{'cost_weight': 0.20349355443957187, 'service_weight': 0.2742339097227684, 'compliance_weight': 0.5222725358376596, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.006202220916748047
18,2025-08-06T08:09:46.014702,"{'cost_weight': 0.38002799468307175, 'service_weight': 0.17895968764434322, 'compliance_weight': 0.4410123176725851, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.013750553131103516
19,2025-08-06T08:09:46.107748,"{'cost_weight': 0.5900204086922605, 'service_weight': 0.2236975678656293, 'compliance_weight': 0.18628202344211017, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01822805404663086
20,2025-08-06T08:09:46.243480,"{'cost_weight': 0.43460840888889696, 'service_weight': 0.13893252431646516, 'compliance_weight': 0.42645906679463785, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01599431037902832
