trial_id,timestamp,parameters,cost_score,service_score,compliance_score,combined_objective,feasibility_rate,total_cost,on_time_rate,violations,solve_time_seconds
1,2025-08-06T10:44:49.968785,"{'cost_weight': 0.2843531152808735, 'service_weight': 0.20456881580193187, 'compliance_weight': 0.5110780689171948, 'max_cascade_depth': 4, 'max_deadhead_minutes': 97.13478550782844, 'max_delay_minutes': 163.51478248035497}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.032332658767700195
2,2025-08-06T10:44:50.050328,"{'cost_weight': 0.3311354615163966, 'service_weight': 0.30352258415205174, 'compliance_weight': 0.36534195433155164, 'max_cascade_depth': 4, 'max_deadhead_minutes': 179.00658585773243, 'max_delay_minutes': 55.02709540851018}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01616525650024414
3,2025-08-06T10:44:50.201104,"{'cost_weight': 0.2979127537800944, 'service_weight': 0.343664957566682, 'compliance_weight': 0.3584222886532236, 'max_cascade_depth': 4, 'max_deadhead_minutes': 111.05431340146976, 'max_delay_minutes': 34.92858306029432}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.013650894165039062
4,2025-08-06T10:44:50.282790,"{'cost_weight': 0.25760454422948026, 'service_weight': 0.28836753919408564, 'compliance_weight': 0.4540279165764341, 'max_cascade_depth': 2, 'max_deadhead_minutes': 88.5348462043181, 'max_delay_minutes': 80.96795290224732}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.015000104904174805
5,2025-08-06T10:44:50.368813,"{'cost_weight': 0.43712089375122043, 'service_weight': 0.43641410275685993, 'compliance_weight': 0.12646500349191966, 'max_cascade_depth': 4, 'max_deadhead_minutes': 101.69548071749986, 'max_delay_minutes': 136.2392809113777}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.03182530403137207
6,2025-08-06T10:44:50.449462,"{'cost_weight': 0.31623708574397036, 'service_weight': 0.4335368091448044, 'compliance_weight': 0.2502261051112251, 'max_cascade_depth': 2, 'max_deadhead_minutes': 70.14178635218866, 'max_delay_minutes': 56.25570877550902}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.012998580932617188
7,2025-08-06T10:44:50.531867,"{'cost_weight': 0.12061784549917785, 'service_weight': 0.3901914689163755, 'compliance_weight': 0.48919068558444667, 'max_cascade_depth': 4, 'max_deadhead_minutes': 139.15148937805552, 'max_delay_minutes': 94.14311767948902}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.015018701553344727
8,2025-08-06T10:44:50.618232,"{'cost_weight': 0.6031536685091415, 'service_weight': 0.2088725742994231, 'compliance_weight': 0.18797375719143533, 'max_cascade_depth': 2, 'max_deadhead_minutes': 63.949831815708855, 'max_delay_minutes': 93.9921634598295}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.018039464950561523
9,2025-08-06T10:44:50.651362,"{'cost_weight': 0.15150535616796718, 'service_weight': 0.5204094167214333, 'compliance_weight': 0.3280852271105995, 'max_cascade_depth': 1, 'max_deadhead_minutes': 178.10487927536178, 'max_delay_minutes': 141.78582899146102}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.005845308303833008
10,2025-08-06T10:44:50.723841,"{'cost_weight': 0.19345116701949816, 'service_weight': 0.20300186298346448, 'compliance_weight': 0.6035469699970374, 'max_cascade_depth': 3, 'max_deadhead_minutes': 144.10508696075829, 'max_delay_minutes': 161.88167231967347}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.004998683929443359
11,2025-08-06T10:44:50.805254,"{'cost_weight': 0.26988595788967606, 'service_weight': 0.11075940056333976, 'compliance_weight': 0.6193546415469842, 'max_cascade_depth': 3, 'max_deadhead_minutes': 138.10371115550677, 'max_delay_minutes': 179.05921904967576}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.013778924942016602
12,2025-08-06T10:44:50.902672,"{'cost_weight': 0.4049402962551981, 'service_weight': 0.18739174765254574, 'compliance_weight': 0.4076679560922562, 'max_cascade_depth': 4, 'max_deadhead_minutes': 174.55682056060294, 'max_delay_minutes': 128.7301774401934}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.014607906341552734
13,2025-08-06T10:44:51.054736,"{'cost_weight': 0.3213321935131602, 'service_weight': 0.33041233905907746, 'compliance_weight': 0.34825546742776237, 'max_cascade_depth': 3, 'max_deadhead_minutes': 85.11876760850156, 'max_delay_minutes': 60.58676202855354}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.007435798645019531
14,2025-08-06T10:44:51.139726,"{'cost_weight': 0.23843635054552023, 'service_weight': 0.21921281775657908, 'compliance_weight': 0.5423508316979008, 'max_cascade_depth': 4, 'max_deadhead_minutes': 123.56457804964252, 'max_delay_minutes': 119.990844829174}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.012151718139648438
15,2025-08-06T10:44:51.226397,"{'cost_weight': 0.37099042473087024, 'service_weight': 0.3032142664000752, 'compliance_weight': 0.3257953088690545, 'max_cascade_depth': 3, 'max_deadhead_minutes': 158.7696715580847, 'max_delay_minutes': 32.79634307661247}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.00856161117553711
16,2025-08-06T10:44:51.315917,"{'cost_weight': 0.4977954891198173, 'service_weight': 0.2534134419104744, 'compliance_weight': 0.24879106896970837, 'max_cascade_depth': 4, 'max_deadhead_minutes': 115.72210639012924, 'max_delay_minutes': 68.92324762681244}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.013000011444091797
17,2025-08-06T10:44:51.366820,"{'cost_weight': 0.27307844717313257, 'service_weight': 0.34199479170905217, 'compliance_weight': 0.38492676111781526, 'max_cascade_depth': 1, 'max_deadhead_minutes': 94.79044655504903, 'max_delay_minutes': 110.55221072112259}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.013495683670043945
18,2025-08-06T10:44:51.451706,"{'cost_weight': 0.2833871007521486, 'service_weight': 0.16466461597987703, 'compliance_weight': 0.5519482832679744, 'max_cascade_depth': 3, 'max_deadhead_minutes': 160.1334098490204, 'max_delay_minutes': 179.5989542818705}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.0074863433837890625
19,2025-08-06T10:44:51.542557,"{'cost_weight': 0.23770431752633728, 'service_weight': 0.35381885342607017, 'compliance_weight': 0.4084768290475926, 'max_cascade_depth': 4, 'max_deadhead_minutes': 126.6926381103748, 'max_delay_minutes': 152.72090788038258}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.013049602508544922
20,2025-08-06T10:44:51.625496,"{'cost_weight': 0.33616898425942604, 'service_weight': 0.31255068114647966, 'compliance_weight': 0.3512803345940943, 'max_cascade_depth': 3, 'max_deadhead_minutes': 77.41778476571682, 'max_delay_minutes': 46.800025090400425}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.006915569305419922
