trial_id,timestamp,parameters,cost_score,service_score,combined_objective,feasibility_rate,total_cost,on_time_rate,violations,solve_time_seconds
1,2025-08-06T12:55:55.244828,"{'cost_weight': 0.1834517629443635, 'service_weight': 0.23681675922223067, 'max_cascade_depth': 3, 'max_deadhead_minutes': 63.5463939512436, 'max_delay_minutes': 34.98120978848476}",0.0,0.4,0.33809349984345005,0.0,0.0,0.0,0,0.030751705169677734
2,2025-08-06T12:55:55.278119,"{'cost_weight': 0.3609278552577194, 'service_weight': 0.28845944623467307, 'max_cascade_depth': 1, 'max_deadhead_minutes': 78.58041692205478, 'max_delay_minutes': 68.65889971271497}",0.0,0.4,0.2665214847026561,0.0,0.0,0.0,0,0.03129291534423828
3,2025-08-06T12:55:55.295622,"{'cost_weight': 0.5327576638992954, 'service_weight': 0.4405302471759053, 'max_cascade_depth': 1, 'max_deadhead_minutes': 83.12289447362556, 'max_delay_minutes': 52.12139197319266}",0.0,0.4,0.2715724147991814,0.0,0.0,0.0,0,0.015502452850341797
4,2025-08-06T12:55:55.325149,"{'cost_weight': 0.21262975319111882, 'service_weight': 0.8968659005967196, 'max_cascade_depth': 3, 'max_deadhead_minutes': 54.22316982655464, 'max_delay_minutes': 57.35503959065531}",0.0,0.4,0.48501275198409455,0.0,0.0,0.0,0,0.028501510620117188
5,2025-08-06T12:55:55.359456,"{'cost_weight': 0.48583337103630764, 'service_weight': 0.14702140412481876, 'max_cascade_depth': 3, 'max_deadhead_minutes': 63.30443396608597, 'max_delay_minutes': 133.1365312895856}",0.0,0.4,0.13938876016607765,0.0,0.0,0.0,0,0.032299041748046875
6,2025-08-06T12:55:55.392525,"{'cost_weight': 0.7730933044393544, 'service_weight': 0.6462332734584009, 'max_cascade_depth': 1, 'max_deadhead_minutes': 74.33311316893119, 'max_delay_minutes': 156.5367692731211}",0.0,0.4,0.27318586864577993,0.0,0.0,0.0,0,0.029546022415161133
7,2025-08-06T12:55:55.426375,"{'cost_weight': 0.6463913076125868, 'service_weight': 0.5800496469440354, 'max_cascade_depth': 1, 'max_deadhead_minutes': 116.42653173662418, 'max_delay_minutes': 92.86736494916347}",0.0,0.4,0.2837721513403305,0.0,0.0,0.0,0,0.032582998275756836
8,2025-08-06T12:55:55.458557,"{'cost_weight': 0.27677705562386823, 'service_weight': 0.5767989242486264, 'max_cascade_depth': 1, 'max_deadhead_minutes': 113.65496936181765, 'max_delay_minutes': 62.25632443533829}",0.0,0.4,0.4054464543400957,0.0,0.0,0.0,0,0.027373790740966797
9,2025-08-06T12:55:55.478015,"{'cost_weight': 0.5445486393690467, 'service_weight': 0.19821010957268195, 'max_cascade_depth': 3, 'max_deadhead_minutes': 83.26641936793555, 'max_delay_minutes': 164.90259261578515}",0.0,0.4,0.16011398844248312,0.0,0.0,0.0,0,0.01842641830444336
10,2025-08-06T12:55:55.511681,"{'cost_weight': 0.8767551277526491, 'service_weight': 0.4132289989118688, 'max_cascade_depth': 2, 'max_deadhead_minutes': 33.93430402766036, 'max_delay_minutes': 150.2329496276554}",0.0,0.4,0.19220189940492313,0.0,0.0,0.0,0,0.027497291564941406
11,2025-08-06T12:55:55.542427,"{'cost_weight': 0.10438356685665987, 'service_weight': 0.31348247009857744, 'max_cascade_depth': 2, 'max_deadhead_minutes': 37.171506763779945, 'max_delay_minutes': 30.986676281370833}",0.0,0.4,0.4501190942189327,0.0,0.0,0.0,0,0.018768787384033203
12,2025-08-06T12:55:55.580119,"{'cost_weight': 0.32306519265017897, 'service_weight': 0.27426223429688434, 'max_cascade_depth': 2, 'max_deadhead_minutes': 96.96047225365876, 'max_delay_minutes': 91.65821639498188}",0.0,0.4,0.27548934328895985,0.0,0.0,0.0,0,0.02750539779663086
13,2025-08-06T12:55:55.609451,"{'cost_weight': 0.38429885166387034, 'service_weight': 0.10396048503225305, 'max_cascade_depth': 2, 'max_deadhead_minutes': 57.88764283569898, 'max_delay_minutes': 37.211056658534474}",0.0,0.4,0.12775237733584352,0.0,0.0,0.0,0,0.016332387924194336
14,2025-08-06T12:55:55.636639,"{'cost_weight': 0.13464295330412024, 'service_weight': 0.32129800138029885, 'max_cascade_depth': 3, 'max_deadhead_minutes': 95.73486816289343, 'max_delay_minutes': 78.72562332185541}",0.0,0.4,0.42281527651231005,0.0,0.0,0.0,0,0.014974117279052734
15,2025-08-06T12:55:55.665806,"{'cost_weight': 0.4167840487358896, 'service_weight': 0.2408204415806031, 'max_cascade_depth': 2, 'max_deadhead_minutes': 48.416511478258485, 'max_delay_minutes': 75.39416290601322}",0.0,0.4,0.21972517991600155,0.0,0.0,0.0,0,0.016603946685791016
16,2025-08-06T12:55:55.692864,"{'cost_weight': 0.2012947831182639, 'service_weight': 0.380885814940925, 'max_cascade_depth': 1, 'max_deadhead_minutes': 67.9697781252141, 'max_delay_minutes': 117.78965610397978}",0.0,0.4,0.39254397986880485,0.0,0.0,0.0,0,0.015178918838500977
17,2025-08-06T12:55:55.726625,"{'cost_weight': 0.31279550521168975, 'service_weight': 0.7567775904702334, 'max_cascade_depth': 3, 'max_deadhead_minutes': 85.00015584381164, 'max_delay_minutes': 47.02450176102723}",0.0,0.4,0.4245306432213899,0.0,0.0,0.0,0,0.02144622802734375
18,2025-08-06T12:55:55.759298,"{'cost_weight': 0.22575096913174286, 'service_weight': 0.5147409719280585, 'max_cascade_depth': 2, 'max_deadhead_minutes': 47.90924227162668, 'max_delay_minutes': 72.19414312036156}",0.0,0.4,0.41708027600518227,0.0,0.0,0.0,0,0.030673742294311523
19,2025-08-06T12:55:55.795795,"{'cost_weight': 0.43824208391673525, 'service_weight': 0.19203945169264644, 'max_cascade_depth': 3, 'max_deadhead_minutes': 70.73040120368128, 'max_delay_minutes': 106.21779454438476}",0.0,0.4,0.18281302006441447,0.0,0.0,0.0,0,0.034496307373046875
20,2025-08-06T12:55:55.826162,"{'cost_weight': 0.6501740059839659, 'service_weight': 0.3500277641989912, 'max_cascade_depth': 1, 'max_deadhead_minutes': 98.23066236124205, 'max_delay_minutes': 44.92198644172623}",0.0,0.4,0.209974291968088,0.0,0.0,0.0,0,0.019362926483154297
