trial_id,timestamp,parameters,cost_score,service_score,combined_objective,feasibility_rate,total_cost,on_time_rate,violations,solve_time_seconds
1,2025-08-06T13:17:57.349219,"{'cost_weight': 0.7002029002529182, 'service_weight': 0.336239055206902, 'max_cascade_depth': 1, 'max_deadhead_minutes': 84.41940550897104, 'max_delay_minutes': 165.37930927806596}",0.0,0.4,0.194650006265558,0.0,0.0,0.0,0,0.056209564208984375
2,2025-08-06T13:17:57.380502,"{'cost_weight': 0.5076575182250453, 'service_weight': 0.6170379354363736, 'max_cascade_depth': 3, 'max_deadhead_minutes': 66.80147913146627, 'max_delay_minutes': 161.65040335763408}",0.0,0.4,0.329176009431329,0.0,0.0,0.0,0,0.026289701461791992
3,2025-08-06T13:17:57.411296,"{'cost_weight': 0.23913439025402727, 'service_weight': 0.34142011282609075, 'max_cascade_depth': 2, 'max_deadhead_minutes': 110.0869120875888, 'max_delay_minutes': 160.38117801563078}",0.0,0.4,0.35285587590625295,0.0,0.0,0.0,0,0.02579474449157715
4,2025-08-06T13:17:57.443633,"{'cost_weight': 0.832834112059351, 'service_weight': 0.6223812446492664, 'max_cascade_depth': 1, 'max_deadhead_minutes': 63.54405533574181, 'max_delay_minutes': 153.21940425091134}",0.0,0.4,0.25661407781881507,0.0,0.0,0.0,0,0.028338193893432617
5,2025-08-06T13:17:57.474680,"{'cost_weight': 0.42015347753864796, 'service_weight': 0.5866321256917277, 'max_cascade_depth': 3, 'max_deadhead_minutes': 52.77813290530618, 'max_delay_minutes': 115.02686235295366}",0.0,0.4,0.34960698115435374,0.0,0.0,0.0,0,0.02704906463623047
6,2025-08-06T13:17:57.506268,"{'cost_weight': 0.2421017189620378, 'service_weight': 0.2369703746842193, 'max_cascade_depth': 2, 'max_deadhead_minutes': 111.72654302933742, 'max_delay_minutes': 176.6509714499842}",0.0,0.4,0.2967866980695347,0.0,0.0,0.0,0,0.02658867835998535
7,2025-08-06T13:17:57.537708,"{'cost_weight': 0.6946251535820978, 'service_weight': 0.4538445028671706, 'max_cascade_depth': 1, 'max_deadhead_minutes': 35.200050811159805, 'max_delay_minutes': 77.95858190027427}",0.0,0.4,0.2371039584643402,0.0,0.0,0.0,0,0.027440547943115234
8,2025-08-06T13:17:57.570715,"{'cost_weight': 0.8555497877847829, 'service_weight': 0.3486055554368691, 'max_cascade_depth': 3, 'max_deadhead_minutes': 83.09278150918577, 'max_delay_minutes': 89.40000718674249}",0.0,0.4,0.17370128732935433,0.0,0.0,0.0,0,0.02800750732421875
9,2025-08-06T13:17:57.602718,"{'cost_weight': 0.5574607793600229, 'service_weight': 0.25964800912316977, 'max_cascade_depth': 2, 'max_deadhead_minutes': 31.22263444040954, 'max_delay_minutes': 163.49444278577982}",0.0,0.4,0.19065858508644143,0.0,0.0,0.0,0,0.027006864547729492
10,2025-08-06T13:17:57.633165,"{'cost_weight': 0.6088249501011899, 'service_weight': 0.7184263658159964, 'max_cascade_depth': 1, 'max_deadhead_minutes': 38.57460474279456, 'max_delay_minutes': 71.30701557476579}",0.0,0.4,0.3247733223694114,0.0,0.0,0.0,0,0.027443647384643555
11,2025-08-06T13:17:57.664937,"{'cost_weight': 0.7248817431162655, 'service_weight': 0.8594655937305622, 'max_cascade_depth': 1, 'max_deadhead_minutes': 90.65636409789377, 'max_delay_minutes': 44.20988051710792}",0.0,0.4,0.32548377760690006,0.0,0.0,0.0,0,0.02077317237854004
12,2025-08-06T13:17:57.696956,"{'cost_weight': 0.3959736608108003, 'service_weight': 0.12309358831088324, 'max_cascade_depth': 3, 'max_deadhead_minutes': 65.26827287851148, 'max_delay_minutes': 133.66259603435162}",0.0,0.4,0.14228628970812998,0.0,0.0,0.0,0,0.01902294158935547
13,2025-08-06T13:17:57.729366,"{'cost_weight': 0.47083151838313403, 'service_weight': 0.45311006625097855, 'max_cascade_depth': 2, 'max_deadhead_minutes': 94.26166340571133, 'max_delay_minutes': 133.54873465783788}",0.0,0.4,0.2942459180016754,0.0,0.0,0.0,0,0.019412517547607422
14,2025-08-06T13:17:57.759361,"{'cost_weight': 0.6758924016415915, 'service_weight': 0.7493454136251881, 'max_cascade_depth': 3, 'max_deadhead_minutes': 72.68666424739838, 'max_delay_minutes': 137.1405806828554}",0.0,0.4,0.31546121170729274,0.0,0.0,0.0,0,0.01800394058227539
15,2025-08-06T13:17:57.791059,"{'cost_weight': 0.1027844361025208, 'service_weight': 0.5369339408656977, 'max_cascade_depth': 2, 'max_deadhead_minutes': 53.458438871606674, 'max_delay_minutes': 177.81882357412363}",0.0,0.4,0.5035971704396163,0.0,0.0,0.0,0,0.019697189331054688
16,2025-08-06T13:17:57.823064,"{'cost_weight': 0.5602779699209094, 'service_weight': 0.6922900771838061, 'max_cascade_depth': 1, 'max_deadhead_minutes': 96.01858598483031, 'max_delay_minutes': 111.29692001897561}",0.0,0.4,0.33161794863792987,0.0,0.0,0.0,0,0.0200042724609375
17,2025-08-06T13:17:57.854973,"{'cost_weight': 0.3436443744725224, 'service_weight': 0.4166176439986023, 'max_cascade_depth': 3, 'max_deadhead_minutes': 78.81221188859146, 'max_delay_minutes': 148.91095578577725}",0.0,0.4,0.3287953104665789,0.0,0.0,0.0,0,0.018910884857177734
18,2025-08-06T13:17:57.886978,"{'cost_weight': 0.7628150322339351, 'service_weight': 0.8730471482813282, 'max_cascade_depth': 2, 'max_deadhead_minutes': 51.6864010117436, 'max_delay_minutes': 30.324317727319624}",0.0,0.4,0.32021541619343613,0.0,0.0,0.0,0,0.019004106521606445
19,2025-08-06T13:17:57.918962,"{'cost_weight': 0.6200103935578575, 'service_weight': 0.14233249523294506, 'max_cascade_depth': 3, 'max_deadhead_minutes': 70.04944634884255, 'max_delay_minutes': 121.01971306746137}",0.0,0.4,0.11202242244985619,0.0,0.0,0.0,0,0.01898050308227539
20,2025-08-06T13:17:57.950109,"{'cost_weight': 0.5177716113569162, 'service_weight': 0.5383027925626259, 'max_cascade_depth': 1, 'max_deadhead_minutes': 83.80366693891762, 'max_delay_minutes': 170.43221491395352}",0.0,0.4,0.3058323109989722,0.0,0.0,0.0,0,0.019623517990112305
