trial_id,timestamp,parameters,cost_score,service_score,combined_objective,feasibility_rate,total_cost,on_time_rate,violations,solve_time_seconds
1,2025-08-06T13:13:44.196778,"{'cost_weight': 0.650276954726654, 'service_weight': 0.85972377345887, 'max_cascade_depth': 3, 'max_deadhead_minutes': 115.0008900686393, 'max_delay_minutes': 137.7528340673602}",0.0,0.4,0.3416119306744763,0.0,0.0,0.0,0,0.02974534034729004
2,2025-08-06T13:13:44.217028,"{'cost_weight': 0.31739878884478745, 'service_weight': 0.3829263337465387, 'max_cascade_depth': 2, 'max_deadhead_minutes': 68.80177839827907, 'max_delay_minutes': 177.23578122591323}",0.0,0.4,0.3280701960223651,0.0,0.0,0.0,0,0.017902374267578125
3,2025-08-06T13:13:44.236428,"{'cost_weight': 0.5987555814440769, 'service_weight': 0.8598630828590944, 'max_cascade_depth': 3, 'max_deadhead_minutes': 56.48761439287658, 'max_delay_minutes': 119.2544512002545}",0.0,0.4,0.35370303585271,0.0,0.0,0.0,0,0.01939988136291504
4,2025-08-06T13:13:44.263684,"{'cost_weight': 0.8589442304288254, 'service_weight': 0.41084201128302433, 'max_cascade_depth': 3, 'max_deadhead_minutes': 82.02657086689845, 'max_delay_minutes': 143.8508887159}",0.0,0.4,0.19413126294193506,0.0,0.0,0.0,0,0.02620553970336914
5,2025-08-06T13:13:44.295607,"{'cost_weight': 0.8830336983100664, 'service_weight': 0.3344825279357104, 'max_cascade_depth': 2, 'max_deadhead_minutes': 41.25266907356728, 'max_delay_minutes': 37.7419715313936}",0.0,0.4,0.1648351885873869,0.0,0.0,0.0,0,0.029922008514404297
6,2025-08-06T13:13:44.326605,"{'cost_weight': 0.6036543190400769, 'service_weight': 0.3138788220197186, 'max_cascade_depth': 3, 'max_deadhead_minutes': 48.964219902556266, 'max_delay_minutes': 179.62024275016975}",0.0,0.4,0.2052539410122058,0.0,0.0,0.0,0,0.025999784469604492
7,2025-08-06T13:13:44.359205,"{'cost_weight': 0.1080211008580637, 'service_weight': 0.2935496467067509, 'max_cascade_depth': 1, 'max_deadhead_minutes': 58.523258216603224, 'max_delay_minutes': 144.60674652301742}",0.0,0.4,0.4386021369637307,0.0,0.0,0.0,0,0.0284273624420166
8,2025-08-06T13:13:44.389385,"{'cost_weight': 0.8404508758036074, 'service_weight': 0.17216215179260547, 'max_cascade_depth': 1, 'max_deadhead_minutes': 40.62153013552932, 'max_delay_minutes': 115.09826432800577}",0.0,0.4,0.10201062820688285,0.0,0.0,0.0,0,0.026189088821411133
9,2025-08-06T13:13:44.420641,"{'cost_weight': 0.7392261362803019, 'service_weight': 0.4768381631399834, 'max_cascade_depth': 2, 'max_deadhead_minutes': 50.31451921908311, 'max_delay_minutes': 98.89230854215431}",0.0,0.4,0.23526954785234566,0.0,0.0,0.0,0,0.027256488800048828
10,2025-08-06T13:13:44.452799,"{'cost_weight': 0.729717980250871, 'service_weight': 0.7353978232939304, 'max_cascade_depth': 2, 'max_deadhead_minutes': 107.32216555876545, 'max_delay_minutes': 157.49857753158045}",0.0,0.4,0.3011630158577194,0.0,0.0,0.0,0,0.02612137794494629
11,2025-08-06T13:13:44.480457,"{'cost_weight': 0.398395571853434, 'service_weight': 0.6947875729710133, 'max_cascade_depth': 3, 'max_deadhead_minutes': 119.90434757990887, 'max_delay_minutes': 71.33764699611586}",0.0,0.4,0.3813382467121307,0.0,0.0,0.0,0,0.015598058700561523
12,2025-08-06T13:13:44.515082,"{'cost_weight': 0.349229844477581, 'service_weight': 0.5861846929526846, 'max_cascade_depth': 2, 'max_deadhead_minutes': 82.98026064868968, 'max_delay_minutes': 174.14984597613358}",0.0,0.4,0.37599460100098187,0.0,0.0,0.0,0,0.031882524490356445
13,2025-08-06T13:13:44.547155,"{'cost_weight': 0.2211078762997569, 'service_weight': 0.8972018467105928, 'max_cascade_depth': 1, 'max_deadhead_minutes': 96.58790456859174, 'max_delay_minutes': 134.46213901542433}",0.0,0.4,0.4813703189285189,0.0,0.0,0.0,0,0.020883560180664062
14,2025-08-06T13:13:44.581794,"{'cost_weight': 0.4542850113123487, 'service_weight': 0.6349665774501767, 'max_cascade_depth': 2, 'max_deadhead_minutes': 72.92579166212369, 'max_delay_minutes': 86.35672147996199}",0.0,0.4,0.34976303950396703,0.0,0.0,0.0,0,0.031679391860961914
15,2025-08-06T13:13:44.612192,"{'cost_weight': 0.2863206487159526, 'service_weight': 0.17899287868135028, 'max_cascade_depth': 3, 'max_deadhead_minutes': 70.24776095898069, 'max_delay_minutes': 160.5581667233501}",0.0,0.4,0.23080293368972163,0.0,0.0,0.0,0,0.01699519157409668
