trial_id,timestamp,parameters,cost_score,service_score,compliance_score,combined_objective,feasibility_rate,total_cost,on_time_rate,violations,solve_time_seconds
1,2025-08-06T08:18:29.694866,"{'cost_weight': 0.253073046891603, 'service_weight': 0.35644342751971136, 'compliance_weight': 0.39048352558868576, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.007105827331542969
2,2025-08-06T08:18:29.777752,"{'cost_weight': 0.37020299055864886, 'service_weight': 0.36692432188726776, 'compliance_weight': 0.26287268755408333, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.013087749481201172
3,2025-08-06T08:18:29.861118,"{'cost_weight': 0.3138343882671334, 'service_weight': 0.3415057305979285, 'compliance_weight': 0.3446598811349381, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.015441179275512695
4,2025-08-06T08:18:29.961750,"{'cost_weight': 0.1993892957515782, 'service_weight': 0.5492171793040908, 'compliance_weight': 0.251393524944331, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.014903545379638672
5,2025-08-06T08:18:29.996107,"{'cost_weight': 0.4850899137906102, 'service_weight': 0.3718330269511939, 'compliance_weight': 0.14307705925819583, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.006572246551513672
6,2025-08-06T08:18:30.030861,"{'cost_weight': 0.1176601713657261, 'service_weight': 0.5036955616907407, 'compliance_weight': 0.3786442669435332, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01920771598815918
7,2025-08-06T08:18:30.108222,"{'cost_weight': 0.4456040189779492, 'service_weight': 0.4574954891122662, 'compliance_weight': 0.09690049190978449, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.00783085823059082
8,2025-08-06T08:18:30.144639,"{'cost_weight': 0.40177793559677194, 'service_weight': 0.15675434726968657, 'compliance_weight': 0.44146771713354144, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.008946895599365234
9,2025-08-06T08:18:30.227300,"{'cost_weight': 0.40232660432867795, 'service_weight': 0.2811919327168065, 'compliance_weight': 0.3164814629545157, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.012914657592773438
10,2025-08-06T08:18:30.310834,"{'cost_weight': 0.5081914632185855, 'service_weight': 0.13258104518264338, 'compliance_weight': 0.35922749159877104, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.014731884002685547
11,2025-08-06T08:18:30.444376,"{'cost_weight': 0.22119475885410955, 'service_weight': 0.29135929373552427, 'compliance_weight': 0.4874459474103661, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01129293441772461
12,2025-08-06T08:18:30.526379,"{'cost_weight': 0.31625178674303, 'service_weight': 0.3933690395045968, 'compliance_weight': 0.29037917375237315, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.008316278457641602
13,2025-08-06T08:18:30.608634,"{'cost_weight': 0.3342435872946993, 'service_weight': 0.3884101969253395, 'compliance_weight': 0.27734621577996116, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.007745981216430664
14,2025-08-06T08:18:30.709241,"{'cost_weight': 0.2888924916083936, 'service_weight': 0.2943860976838452, 'compliance_weight': 0.4167214107077612, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.020760059356689453
15,2025-08-06T08:18:30.792791,"{'cost_weight': 0.32738633295449115, 'service_weight': 0.23329673822047187, 'compliance_weight': 0.439316928825037, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.010064125061035156
16,2025-08-06T08:18:30.872265,"{'cost_weight': 0.40087741304586433, 'service_weight': 0.2904179008662959, 'compliance_weight': 0.3087046860878398, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.005911111831665039
17,2025-08-06T08:18:30.959832,"{'cost_weight': 0.24974386540143953, 'service_weight': 0.5206419221802013, 'compliance_weight': 0.22961421241835908, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01501917839050293
18,2025-08-06T08:18:31.043114,"{'cost_weight': 0.5450959155801355, 'service_weight': 0.10672925977014187, 'compliance_weight': 0.34817482464972266, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.009402275085449219
19,2025-08-06T08:18:31.123081,"{'cost_weight': 0.2950351121161268, 'service_weight': 0.3430542125899277, 'compliance_weight': 0.3619106752939455, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.005902290344238281
20,2025-08-06T08:18:31.256998,"{'cost_weight': 0.16487070121779485, 'service_weight': 0.40162694884973604, 'compliance_weight': 0.43350234993246906, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.00984334945678711
