trial_id,timestamp,parameters,cost_score,service_score,compliance_score,combined_objective,feasibility_rate,total_cost,on_time_rate,violations,solve_time_seconds
1,2025-08-06T06:54:03.164338,"{'cost_weight': 0.6744054359608589, 'service_weight': 0.15027117603340584, 'compliance_weight': 0.17532338800573516, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.015356063842773438
2,2025-08-06T06:54:03.251188,"{'cost_weight': 0.12271934788847565, 'service_weight': 0.42172176407895495, 'compliance_weight': 0.4555588880325694, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01935720443725586
3,2025-08-06T06:54:03.333579,"{'cost_weight': 0.5051313508358685, 'service_weight': 0.24836511101076222, 'compliance_weight': 0.2465035381533692, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01515340805053711
4,2025-08-06T06:54:03.414049,"{'cost_weight': 0.22484791339496185, 'service_weight': 0.2388096497108489, 'compliance_weight': 0.5363424368941894, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.011999845504760742
5,2025-08-06T06:54:03.464817,"{'cost_weight': 0.25068384705957586, 'service_weight': 0.4314960991892768, 'compliance_weight': 0.31782005375114736, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.028580427169799805
6,2025-08-06T06:54:03.597482,"{'cost_weight': 0.6232669137425456, 'service_weight': 0.18065611663722692, 'compliance_weight': 0.1960769696202275, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.02785778045654297
7,2025-08-06T06:54:03.680346,"{'cost_weight': 0.37990975242724184, 'service_weight': 0.4443942566566413, 'compliance_weight': 0.17569599091611696, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.013802766799926758
8,2025-08-06T06:54:03.715239,"{'cost_weight': 0.3185451664551986, 'service_weight': 0.487597977894662, 'compliance_weight': 0.19385685565013935, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01358938217163086
9,2025-08-06T06:54:03.750472,"{'cost_weight': 0.4045632944300793, 'service_weight': 0.36697322018527906, 'compliance_weight': 0.2284634853846415, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.017126083374023438
10,2025-08-06T06:54:03.784943,"{'cost_weight': 0.3723467104777412, 'service_weight': 0.45904720785717007, 'compliance_weight': 0.16860608166508875, 'max_cascade_depth': 1}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.019496917724609375
11,2025-08-06T06:54:03.865921,"{'cost_weight': 0.5921247682860366, 'service_weight': 0.19911196072049173, 'compliance_weight': 0.2087632709934718, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.0066814422607421875
12,2025-08-06T06:54:03.956161,"{'cost_weight': 0.36539727925334764, 'service_weight': 0.24840388240574324, 'compliance_weight': 0.3861988383409091, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.008611679077148438
13,2025-08-06T06:54:04.039923,"{'cost_weight': 0.2442002424416206, 'service_weight': 0.2953442982501701, 'compliance_weight': 0.46045545930820925, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.009638786315917969
14,2025-08-06T06:54:04.132675,"{'cost_weight': 0.21183426745880174, 'service_weight': 0.37750650517357015, 'compliance_weight': 0.4106592273676281, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.030973434448242188
15,2025-08-06T06:54:04.216558,"{'cost_weight': 0.24575736585681174, 'service_weight': 0.37844198464832846, 'compliance_weight': 0.37580064949485986, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.009335041046142578
16,2025-08-06T06:54:04.349030,"{'cost_weight': 0.443742498154799, 'service_weight': 0.20307357343203, 'compliance_weight': 0.353183928413171, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01744365692138672
17,2025-08-06T06:54:04.431846,"{'cost_weight': 0.09688601259744385, 'service_weight': 0.41457724959436554, 'compliance_weight': 0.48853673780819057, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.00800013542175293
18,2025-08-06T06:54:04.512672,"{'cost_weight': 0.6126601592735804, 'service_weight': 0.2812070423662786, 'compliance_weight': 0.10613279836014108, 'max_cascade_depth': 2}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.0069997310638427734
19,2025-08-06T06:54:04.598137,"{'cost_weight': 0.39825317689880496, 'service_weight': 0.18983191125668847, 'compliance_weight': 0.4119149118445065, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.01250767707824707
20,2025-08-06T06:54:04.681035,"{'cost_weight': 0.21253375052356827, 'service_weight': 0.5139592440262606, 'compliance_weight': 0.27350700545017115, 'max_cascade_depth': 3}",0.212,0.76,1.0,0.1568,0.6,3180.0,0.6,0,0.009120464324951172
